bart_param,predictor,r,p,n,abs_r
sigma,Dsoc_b,0.09231886065385031,0.0003325617956271369,1507,0.09231886065385031
sigma,Dhea,0.09182534189588928,0.00035799951783684834,1507,0.09182534189588928
explosion_rate,Dinv,0.09117934322618994,0.00039404800740401016,1507,0.09117934322618994
mean_pumps,AUDIT,0.09108982265708795,0.0003993027669523273,1507,0.09108982265708795
rho_0,NEO_C,-0.09045405755370502,0.12630486939721094,287,0.09045405755370502
alpha_minus,PRI,-0.09006100483922816,0.00046457595657443035,1507,0.09006100483922816
sigma,SStas,0.08999115210255577,0.00046935010441057025,1507,0.08999115210255577
mean_pumps,DAST,0.08989686835220832,0.0004758665434165538,1507,0.08989686835220832
explosion_rate,SSdis,0.0895796785196362,0.0004984133023843931,1507,0.0895796785196362
alpha_minus,PRIw,-0.08919015373737149,0.0005274628811391683,1507,0.08919015373737149
omega_0,Dsoc_b,0.0888325957159452,0.0005555086280146316,1507,0.0888325957159452
mean_pumps,H_lot,0.08874270095578546,0.0005627747844001378,1507,0.08874270095578546
explosion_rate,Dinv_r,-0.08850739412482682,0.0005822153401008185,1507,0.08850739412482682
explosion_rate,household,0.08846554856877543,0.0006109883742205411,1497,0.08846554856877543
alpha_minus,SOEPsoc,-0.08838741866200368,0.0005923661710704375,1507,0.08838741866200368
explosion_rate,samples,0.08822922979767364,0.0006060017869604366,1507,0.08822922979767364
alpha_minus,SSexp,-0.08808960012820206,0.0006182795289590643,1507,0.08808960012820206
explosion_rate,SOEPhea,0.08806651915080989,0.0006203311894535569,1507,0.08806651915080989
explosion_rate,R_sh1,0.08746170473557952,0.0006764021357307667,1507,0.08746170473557952
mean_pumps,SSpcLet,0.08741283185100486,0.0007336621533845153,1489,0.08741283185100486
mean_pumps,CCTpayoff,0.08682937475187053,0.0007430517690626639,1506,0.08682937475187053
alpha_minus,R,-0.08682608211091768,0.0007403759936452226,1507,0.08682608211091768
explosion_rate,Dsoc_r,-0.0855513684312414,0.0008859215537928791,1507,0.0855513684312414
sigma,CCTncards,0.08518322763346972,0.0009363157257895623,1506,0.08518322763346972
omega_0,Drec,0.08470423330617008,0.000996848525685217,1507,0.08470423330617008
mean_pumps,household,0.08461984516614675,0.0010485029223906517,1497,0.08461984516614675
explosion_rate,R_dfe,0.08408082266848894,0.0010865380150184075,1507,0.08408082266848894
explosion_rate,BIS1ctr,0.08376484479226312,0.0011347919141862519,1507,0.08376484479226312
omega_0,SSSV,0.08355475660095843,0.0011679623147254241,1507,0.08355475660095843
alpha_minus,Dm,-0.0834921631268665,0.0011780167856296046,1507,0.0834921631268665
explosion_rate,SOEPfin,0.083430329065102,0.00118802766700819,1507,0.083430329065102
explosion_rate,BIS2npl,0.0829585274973364,0.0012670363409160827,1507,0.0829585274973364
mean_pumps,BIS1per,0.08220768005756525,0.0014028232018078836,1507,0.08220768005756525
alpha_minus,Dsoc,-0.08146967191370402,0.0015492361166020972,1507,0.08146967191370402
alpha_minus,rt_decision,-0.08133801137621248,0.0015767888401842763,1507,0.08133801137621248
explosion_rate,CCTpayoff,0.08116595797125174,0.0016192778426685401,1506,0.08116595797125174
omega_0,NEO_E,0.08055129321616232,0.173550865573611,287,0.08055129321616232
sigma,Dy,0.07955406132146767,0.0019973019147919986,1507,0.07955406132146767
alpha_minus,Dsoc_b,-0.07945572850224249,0.0020232306049644344,1507,0.07945572850224249
mean_pumps,SOEPfin,0.07944857665027015,0.002025128411672363,1507,0.07944857665027015
omega_0,SOEPsoc,0.07939586435710363,0.0020391664979303743,1507,0.07939586435710363
alpha_minus,SSbor,-0.07922797097312383,0.0020844756682429754,1507,0.07922797097312383
alpha_plus,SSTM,-0.07870741253219052,0.002420133427063899,1483,0.07870741253219052
alpha_minus,Dgam,-0.07851904200653623,0.0022861453680499758,1507,0.07851904200653623
alpha_minus,Deth_b,-0.07840798799026738,0.0023193076093890913,1507,0.07840798799026738
alpha_minus,SOEPocc,-0.07800276121038939,0.002444081232182168,1507,0.07800276121038939
alpha_minus,CCTpayoff,-0.07799875569676042,0.0024535115917233997,1506,0.07799875569676042
explosion_rate,DAST,0.0776177291752356,0.002568292324104997,1507,0.0776177291752356
sigma,Drec_b,0.07746174683369075,0.0026202332617950986,1507,0.07746174683369075
alpha_minus,Dinv,-0.07738495429263553,0.0026461554245261016,1507,0.07738495429263553
mean_pumps,BIS1ctr,0.07710290944061973,0.00274338488890678,1507,0.07710290944061973
sigma,SSpcLet,-0.07611707835245844,0.0032930465672528935,1489,0.07611707835245844
sigma,CAREaggr,0.07529271115756876,0.0034490249726955714,1507,0.07529271115756876
alpha_minus,SStas,-0.0745637645474885,0.0037770786347763297,1507,0.0745637645474885
explosion_rate,R_sh2,0.07447257874127608,0.0038200503632567096,1507,0.07447257874127608
sigma,SOEPfin,0.07334762680094979,0.004387932599803785,1507,0.07334762680094979
rho_0,BIS1per,0.07304285104102688,0.00455441953794906,1507,0.07304285104102688
alpha_minus,R_sh2,-0.07273707620708052,0.004727176064444164,1507,0.07273707620708052
alpha_minus,CAREsex,-0.07246075019914278,0.00488836851197967,1507,0.07246075019914278
alpha_minus,BIS1per,-0.07244113361275017,0.00489999835782618,1507,0.07244113361275017
mean_pumps,SOEPrec,0.07228695125061817,0.004992280668308214,1507,0.07228695125061817
explosion_rate,SSrtOp,0.07227103123517045,0.005269666539268243,1489,0.07227103123517045
mean_pumps,R_dfe,0.07224585921108419,0.005017138905485096,1507,0.07224585921108419
mean_pumps,BIS2npl,0.07224041593357772,0.00502044013673103,1507,0.07224041593357772
mean_pumps,rt_decision,0.07205781209151815,0.0051323287164456305,1507,0.07205781209151815
alpha_minus,SOEP,-0.07147921636899812,0.005501881849341984,1507,0.07147921636899812
alpha_minus,H_dfe,0.07102320846132301,0.005809860411638232,1507,0.07102320846132301
mean_pumps,OSpcLet,0.07096661374608051,0.006151709020229034,1489,0.07096661374608051
alpha_minus,BIS2mot,-0.07070993813599824,0.006030345152529751,1507,0.07070993813599824
alpha_minus,R_lot,-0.0701338062072687,0.006455582669873658,1507,0.0701338062072687
explosion_rate,SOEPrec,0.06984210688604546,0.006680998372694303,1507,0.06984210688604546
omega_0,SOEPocc,0.06969892105984533,0.0067942134888214776,1507,0.06969892105984533
alpha_minus,dif.perc.bound,-0.06939126936620073,0.007177104358920997,1500,0.06939126936620073
mean_pumps,SOEPhea,0.06938142051237547,0.0070514228438234555,1507,0.06938142051237547
omega_0,Dsoc,0.06926211837219937,0.00715030584832316,1507,0.06926211837219937
alpha_minus,BIS1ctr,-0.06925685715614509,0.007154695071496297,1507,0.06925685715614509
explosion_rate,WMC,0.06924494980126752,0.0076609657753274555,1482,0.06924494980126752
mean_pumps,SSpcOp,0.06886183988304084,0.007857447202401616,1489,0.06886183988304084
sigma,NEO_C,-0.06838095599218762,0.24819554688298504,287,0.06838095599218762
rho_0,BIS1com,0.0681260155693704,0.008156111758205,1507,0.0681260155693704
alpha_plus,WMC,-0.06771431366583691,0.009118611416911587,1482,0.06771431366583691
rho_0,Drec_r,-0.06758787123975088,0.008675281082615395,1507,0.06758787123975088
explosion_rate,rt_decision,0.06753430521268354,0.00872853961188421,1507,0.06753430521268354
omega_0,Dy,0.06731687270086634,0.00894773336821677,1507,0.06731687270086634
rho_0,STAI_trait,-0.06715139165144512,0.24943273844740993,296,0.06715139165144512
explosion_rate,H_lot,0.06708826589802441,0.009183475616789404,1507,0.06708826589802441
omega_0,R_lot,0.06700270086856246,0.00927312582100546,1507,0.06700270086856246
rho_0,Deth_r,-0.06661251855221624,0.009691903693674985,1507,0.06661251855221624
mean_pumps,R_sh1,0.0661379693590504,0.010223871929386246,1507,0.0661379693590504
explosion_rate,SSpcLet,0.06585960280836285,0.011022414836148896,1489,0.06585960280836285
mean_pumps,R_sh2,0.06580976092608887,0.010606828655870247,1507,0.06580976092608887
alpha_minus,Dinv_r,0.06573591733426788,0.010694726600571396,1507,0.06573591733426788
alpha_plus,AUDIT,0.06526429801196483,0.011271526685664054,1507,0.06526429801196483
sigma,CCTaratio,0.06496327453727978,0.011737594976234238,1504,0.06496327453727978
explosion_rate,OSpcOp,0.06489622248635456,0.012254678000952583,1489,0.06489622248635456
explosion_rate,SSpcOp,0.06460166087559947,0.012655050559757724,1489,0.06460166087559947
rho_0,Rexp,0.06458887099231013,0.013798507120191143,1453,0.06458887099231013
sigma,Deth,0.06454460423115695,0.01220496060765433,1507,0.06454460423115695
explosion_rate,BIS2mot,0.06437292362322086,0.012437492141111207,1507,0.06437292362322086
mean_pumps,Dinv_b,0.06418772182781657,0.012692724187537249,1507,0.06418772182781657
omega_0,OSrtOp,0.0638898122690697,0.013670720709026129,1489,0.0638898122690697
sigma,Dsoc,0.06377950889568464,0.013271709304047037,1507,0.06377950889568464
omega_0,NEO_N,-0.06369661525165901,0.28216334529111436,287,0.06369661525165901
alpha_minus,SOEPdri,-0.06339100359341598,0.013844279148255473,1507,0.06339100359341598
mean_pumps,OSpcOp,0.06324383760166148,0.01465396781766973,1489,0.06324383760166148
explosion_rate,OSrtOp,0.0626634356954308,0.015589980230452553,1489,0.0626634356954308
alpha_minus,Dinv_b,-0.06257265288715176,0.015122093127036771,1507,0.06257265288715176
alpha_plus,OSrtLet,0.06228153036435498,0.016234179402744863,1489,0.06228153036435498
sigma,Rexp,0.0622617423517683,0.017617131826731827,1453,0.0622617423517683
alpha_minus,Dsoc_r,0.062177814639985146,0.015774911844954782,1507,0.062177814639985146
explosion_rate,NEO_A,0.06192974826061846,0.29660452153394323,286,0.06192974826061846
sigma,income,-0.061811982145154196,0.016763134419818842,1497,0.061811982145154196
alpha_plus,MUpc,-0.06177835244525918,0.017155900011562426,1488,0.06177835244525918
omega_0,FTND,0.06113003606285329,0.017628763304618232,1507,0.06113003606285329
mean_pumps,OSrtOp,0.06098620779022163,0.01859642457092407,1489,0.06098620779022163
rho_0,Dgam_b,-0.06088596397960512,0.018087058821913943,1507,0.06088596397960512
alpha_minus,GABS,-0.06082131980696027,0.01821017410315528,1507,0.06082131980696027
alpha_plus,SOEP,0.06078878979491073,0.01827240452992045,1507,0.06078878979491073
omega_0,Deth,0.06062927342774649,0.018580261586681784,1507,0.06062927342774649
explosion_rate,Dinv_b,0.06031010108166049,0.019209882713799156,1507,0.06031010108166049
alpha_plus,BIS1att,-0.05981522635418151,0.02022294569975753,1507,0.05981522635418151
alpha_plus,SStas,0.05980584579460706,0.02024259015151293,1507,0.05980584579460706
alpha_plus,CV,0.05951607322057513,0.02085767019376423,1507,0.05951607322057513
explosion_rate,BIS,0.05932452632109339,0.02127313121656458,1507,0.05932452632109339
mean_pumps,NEO_A,0.059181259680592194,0.31860086874312477,286,0.059181259680592194
sigma,SSbor,0.05877735045246506,0.022499848359207167,1507,0.05877735045246506
explosion_rate,SSrtLet,0.05869876795352546,0.023506950244895884,1489,0.05869876795352546
sigma,WMC,-0.058593238352425685,0.02409041322880054,1482,0.058593238352425685
rho_0,Dhea_r,-0.058557470499054395,0.02300983673930168,1507,0.058557470499054395
mean_pumps,CV,-0.058188780817134855,0.023887494887974623,1507,0.058188780817134855
rho_0,CCTacards,-0.05795126002643371,0.02451568693531854,1506,0.05795126002643371
alpha_minus,NEO_O,-0.05737727284597755,0.3336015413789604,286,0.05737727284597755
sigma,OSpcLet,-0.05727706983244703,0.027095384688871006,1489,0.05727706983244703
mean_pumps,swrate,-0.05683425664909352,0.02746833311753263,1505,0.05683425664909352
mean_pumps,BIS2mot,0.05623127148282238,0.029049118351686543,1507,0.05623127148282238
sigma,Dhea_b,0.05621963474658287,0.029082466505623603,1507,0.05621963474658287
explosion_rate,MUpc,0.055794471200109226,0.031388109900603034,1488,0.055794471200109226
omega_0,SSpcOp,0.055724107042069426,0.03154553447434406,1489,0.055724107042069426
omega_0,SStas,0.05569819565530824,0.030610952712111835,1507,0.05569819565530824
omega_0,Dhea,0.05567917530223793,0.030667985760858166,1507,0.05567917530223793
sigma,SOEPocc,0.05560633152154345,0.03088725370144137,1507,0.05560633152154345
alpha_plus,SSSV,0.055350395252535524,0.031668343253456445,1507,0.055350395252535524
mean_pumps,SSTM,0.05489090288250699,0.0345455537950465,1483,0.05489090288250699
alpha_minus,samples,-0.05461845669962732,0.0339961715619436,1507,0.05461845669962732
explosion_rate,CCTacards,-0.05429352919824568,0.03513620060287589,1506,0.05429352919824568
explosion_rate,Rexp,0.05404994835484522,0.03939648483848538,1453,0.05404994835484522
sigma,SOEPhea,0.053997896187220076,0.036082769702049156,1507,0.053997896187220076
omega_0,SSrtOp,0.05384142519663823,0.03776728909298683,1489,0.05384142519663823
alpha_plus,H_lot,-0.05360604655126408,0.037455753510227945,1507,0.05360604655126408
rho_0,NEO_O,0.05349616068434554,0.36738327869152804,286,0.05349616068434554
mean_pumps,SSrtLet,0.053456991325843216,0.03915849686423432,1489,0.053456991325843216
alpha_plus,household,0.053409006809098415,0.038809504012895166,1497,0.053409006809098415
alpha_plus,Dhea,0.05314190435477224,0.03913926613353585,1507,0.05314190435477224
sigma,R_lot,0.05292557973938112,0.03994558239580265,1507,0.05292557973938112
sigma,Dm,0.05278685793383648,0.040470020374878644,1507,0.05278685793383648
explosion_rate,OSrtLet,0.052725773544267954,0.0419248346362874,1489,0.052725773544267954
sigma,FTND,0.052637412987419495,0.041041510980271784,1507,0.052637412987419495
rho_0,H_dfe,-0.052605235722518295,0.04116544933301301,1507,0.052605235722518295
sigma,samples,0.05254958462835563,0.0413805503230097,1507,0.05254958462835563
sigma,SOEPrec,0.0523573066797779,0.042131070260362925,1507,0.0523573066797779
alpha_plus,SSrtLet,0.05233447742420694,0.043471869818191615,1489,0.05233447742420694
mean_pumps,SSrtOp,0.05231004472472494,0.04357004480194103,1489,0.05231004472472494
sigma,STAI_trait,-0.05220565066683537,0.37079240219675474,296,0.05220565066683537
explosion_rate,BIS1com,0.05204123788176663,0.043389778216718015,1507,0.05204123788176663
alpha_plus,R_dfe,0.05184492354981988,0.04418744506551619,1507,0.05184492354981988
rho_0,rt_decision_dfe,0.0514159799329637,0.04597343095448846,1507,0.0514159799329637
rho_0,Dgam,-0.05126535762208738,0.046614815425577064,1507,0.05126535762208738
alpha_plus,SOEPrec,0.05109453544863246,0.04735130363684689,1507,0.05109453544863246
alpha_plus,OSpcLet,-0.051031761998981184,0.0489737151406067,1489,0.051031761998981184
alpha_plus,SSexp,0.050951394441801745,0.047975951030395765,1507,0.050951394441801745
alpha_minus,BIS1mot,-0.05085353963517627,0.048406944839532416,1507,0.05085353963517627
explosion_rate,CAREwork,0.05043497855087552,0.05028730168650479,1507,0.05043497855087552
omega_0,H,0.05039984151747809,0.0504478975800982,1507,0.05039984151747809
omega_0,SOEPrec,0.050194663640707154,0.05139427131131706,1507,0.050194663640707154
sigma,MTr.1,0.049957494316929946,0.052821536636969535,1503,0.049957494316929946
mean_pumps,CAREwork,0.04994779180826198,0.052552589225457906,1507,0.04994779180826198
omega_0,Deth_b,0.0499292721544358,0.05264035528835841,1507,0.0499292721544358
mean_pumps,BIS,0.04970507029426991,0.053712609455238654,1507,0.04970507029426991
alpha_minus,AUDIT,-0.04941726044735138,0.05511571536173988,1507,0.04941726044735138
alpha_plus,Dgam_r,0.04881291437736945,0.05816144735810604,1507,0.04881291437736945
alpha_minus,BIS,-0.048708200920680005,0.05870311802531909,1507,0.048708200920680005
omega_0,BIS1att,-0.04860045343984956,0.05926484523265677,1507,0.04860045343984956
rho_0,BIS2npl,0.04834298630418949,0.06062518096189321,1507,0.04834298630418949
alpha_minus,R_sh1,-0.04817537764127645,0.06152456197913687,1507,0.04817537764127645
omega_0,PRIw,0.048057415257565704,0.062164137000958665,1507,0.048057415257565704
alpha_minus,Dy,-0.04803157879745402,0.06230494969440331,1507,0.04803157879745402
sigma,SOEPsoc,0.04761818357753914,0.06459409300442039,1507,0.04761818357753914
rho_0,Drec,0.047574354142504424,0.06484080941335868,1507,0.047574354142504424
alpha_minus,CCTacards,0.04737684345816159,0.06605224972432444,1506,0.04737684345816159
omega_0,CCTratio,0.0473038862691901,0.06647084112441491,1506,0.0473038862691901
rho_0,SOEPrec,-0.04723063917606912,0.0668026315518951,1507,0.04723063917606912
sigma,MTr.2,0.0470723166387085,0.06808887139285086,1503,0.0470723166387085
alpha_minus,SOEPhea,-0.04699578597541287,0.06817098134935173,1507,0.04699578597541287
omega_0,BMI,-0.04695134863957216,0.07418919299422783,1447,0.04695134863957216
sigma,Dinv,0.04690222999635403,0.0687224506922673,1507,0.04690222999635403
alpha_minus,Dgam_b,-0.04672071145426316,0.06980286506897053,1507,0.04672071145426316
omega_0,sibl_o,0.04668552397049861,0.07095125571270218,1497,0.04668552397049861
omega_0,birthrank,0.0466855239704986,0.07095125571270218,1497,0.0466855239704986
alpha_plus,H_dfe,0.046658595802514705,0.0701757665586222,1507,0.046658595802514705
omega_0,CCTncards,0.04664995325922863,0.0703210772485908,1506,0.04664995325922863
alpha_plus,Drec_b,0.04658223276232524,0.070636436213763,1507,0.04658223276232524
sigma,H,0.04634292678005968,0.07209615256806347,1507,0.04634292678005968
rho_0,GABS,-0.046266390545376346,0.07256818353477638,1507,0.046266390545376346
sigma,R,0.04616862128259956,0.07317484069370382,1507,0.04616862128259956
alpha_plus,SOEPsoc,0.04592786830692947,0.07468639362869856,1507,0.04592786830692947
sigma,CAREwork,0.04566380653955704,0.076373489843038,1507,0.04566380653955704
alpha_minus,Dgam_r,0.04560768449465094,0.07673602586582827,1507,0.04560768449465094
omega_0,H_dfe,0.045323185281101526,0.07859544620292835,1507,0.045323185281101526
mean_pumps,Rexp,0.044782588233308204,0.08792985536215515,1453,0.044782588233308204
rho_0,SSrtLet,0.044594300283804546,0.08539682286788845,1489,0.044594300283804546
omega_0,dif.amb.fx.bound,-0.044558921536682304,0.08449543448111389,1500,0.044558921536682304
rho_0,DAST,0.04446143114191525,0.08445214058965328,1507,0.04446143114191525
sigma,CCTpayoff,-0.04443911874858119,0.08471177867525194,1506,0.04443911874858119
rho_0,Dinv_r,-0.04431286813251767,0.08549659340579892,1507,0.04431286813251767
explosion_rate,FTND,0.044288325081640684,0.08567013986960277,1507,0.044288325081640684
sigma,rt_decision_dfe,0.044076708054379285,0.08717833250332813,1507,0.044076708054379285
sigma,MTr,0.04377921958593568,0.08976134447232216,1503,0.04377921958593568
alpha_plus,BIS2att,-0.04366556141730365,0.09016973786904435,1507,0.04366556141730365
explosion_rate,SSTM,0.04343216691746378,0.09453614746638445,1483,0.04343216691746378
explosion_rate,OSpcLet,0.04308291837190803,0.09654480593069097,1489,0.04308291837190803
sigma,MUpc,-0.04307828099388644,0.09669292022708628,1488,0.04307828099388644
sigma,BIS1att,-0.043067060430028795,0.09467119583666281,1507,0.043067060430028795
omega_0,DAST,0.04299469309914589,0.09522747069653141,1507,0.04299469309914589
sigma,R_sh2,0.04281727489040504,0.09660232199621714,1507,0.04281727489040504
alpha_minus,STAI_trait,0.04279301760595091,0.4632780402753066,296,0.04279301760595091
alpha_plus,Drec,0.04267946718799736,0.09768113113747072,1507,0.04267946718799736
alpha_plus,SSpcLet,-0.042591902714263816,0.1004071465702231,1489,0.042591902714263816
alpha_plus,BIS1com,0.04243899520172148,0.09958664917796103,1507,0.04243899520172148
sigma,CV,0.04210273795241842,0.10230071776710506,1507,0.04210273795241842
omega_0,dif.risk.fx.bias,0.04194270806234404,0.10441968892953385,1500,0.04194270806234404
omega_0,dif.amb.fx.bias,0.04194270806234404,0.10441968892953385,1500,0.04194270806234404
alpha_minus,rt_sample,0.041934773396602794,0.10367827846854419,1507,0.041934773396602794
alpha_minus,swrate,0.04184807941249819,0.10462571380820238,1505,0.04184807941249819
omega_0,SSdis,0.04184256775422314,0.10444074076704912,1507,0.04184256775422314
explosion_rate,t_diff,-0.04167226028759401,0.4743315674726228,297,0.04167226028759401
explosion_rate,Dgam,0.04161365204666903,0.10635291651705278,1507,0.04161365204666903
omega_0,dif.perc.bound,0.04141948284368824,0.10881979264804198,1500,0.04141948284368824
alpha_minus,OSpcOp,-0.041395501754468114,0.11033383487924253,1489,0.041395501754468114
omega_0,CCTaratio,0.040868931022785965,0.1131254491632726,1504,0.040868931022785965
alpha_minus,household,-0.0406600001107879,0.11583101043932502,1497,0.0406600001107879
rho_0,PG,-0.04062335961493826,0.11494633335390064,1507,0.04062335961493826
sigma,GABS,0.04031736124330734,0.11770927606893186,1507,0.04031736124330734
sigma,OSrtOp,0.040141831084295296,0.1215504159132412,1489,0.040141831084295296
explosion_rate,CV,-0.04000265300434003,0.12060489492312837,1507,0.04000265300434003
sigma,H_lot,-0.03980923700135513,0.12241195627162554,1507,0.03980923700135513
alpha_minus,CCTratio,-0.03980453769315036,0.12258044023731528,1506,0.03980453769315036
sigma,SOEPdri,0.03978693429401088,0.12262167967900425,1507,0.03978693429401088
mean_pumps,BIS1com,0.03978156201219719,0.1226722397954978,1507,0.03978156201219719
omega_0,BIS1ctr,0.03962557909915319,0.12414734675778508,1507,0.03962557909915319
rho_0,BIS,0.039615393221205615,0.12424415189957971,1507,0.039615393221205615
rho_0,Drec_b,0.03946366575321807,0.1256931234543515,1507,0.03946366575321807
alpha_plus,ses,-0.03944917337358359,0.12583220855461905,1507,0.03944917337358359
mean_pumps,income,-0.03943147378666388,0.12726779369859656,1497,0.03943147378666388
explosion_rate,swrate,-0.03911476240891775,0.12932966140891658,1505,0.03911476240891775
omega_0,R_sh1,0.0388072677258519,0.1321136211086368,1507,0.0388072677258519
omega_0,PRI,0.03871397928303237,0.13304635648085975,1507,0.03871397928303237
explosion_rate,BIS1att,-0.03853411942570456,0.13485903238562555,1507,0.03853411942570456
explosion_rate,CAREaggr,0.038523463470294145,0.13496702136637267,1507,0.038523463470294145
rho_0,Dhea_b,0.03826452118640019,0.13761175200761605,1507,0.03826452118640019
sigma,PG,0.03819621158154739,0.13831604953110357,1507,0.03819621158154739
alpha_minus,PG,-0.03817173818655397,0.13856905339191056,1507,0.03817173818655397
sigma,Dgam,0.038032350324312035,0.14001682929618672,1507,0.038032350324312035
mean_pumps,H,0.03801310258685785,0.1402176594728476,1507,0.03801310258685785
mean_pumps,FTND,0.0377356040916218,0.1431377272837162,1507,0.0377356040916218
rho_0,t_diff,-0.03771024531487819,0.5173883750594443,297,0.03771024531487819
omega_0,MTr,0.03768590185723546,0.14419920071316328,1503,0.03768590185723546
rho_0,SSrtOp,0.037583876980880886,0.14718003251614992,1489,0.037583876980880886
alpha_plus,Deth_b,0.03750143951247957,0.1456378719369922,1507,0.03750143951247957
omega_0,STAI_trait,-0.03747241267731341,0.5207449529408037,296,0.03747241267731341
alpha_plus,CAREaggr,0.03741316861333826,0.14658894936844769,1507,0.03741316861333826
sigma,dif.amb.fx.bound,-0.0373437434616174,0.1482850852996606,1500,0.0373437434616174
alpha_minus,CCTncards,-0.03722986394585649,0.14871412644718812,1506,0.03722986394585649
sigma,DAST,0.03721298734998692,0.14876338813042517,1507,0.03721298734998692
sigma,SSdis,0.037151471589612746,0.14943651176112743,1507,0.037151471589612746
omega_0,sibl,0.03713315454009388,0.15099746715538367,1497,0.03713315454009388
mean_pumps,OSrtLet,0.03686785494413728,0.155046771336184,1489,0.03686785494413728
mean_pumps,CAREaggr,0.03679884793379843,0.15333990168332878,1507,0.03679884793379843
sigma,Drec_r,-0.036752700477125116,0.15385641384131274,1507,0.036752700477125116
explosion_rate,H,0.036673255736751814,0.15474870425239126,1507,0.036673255736751814
rho_0,H,-0.03648654409019581,0.15686122450632187,1507,0.03648654409019581
rho_0,income,-0.036195854889988624,0.16158948288310665,1497,0.036195854889988624
rho_0,NEO_N,-0.036047649931891156,0.5430425628646115,287,0.036047649931891156
sigma,BIS2npl,0.035891739979559946,0.16373672832051947,1507,0.035891739979559946
rho_0,CCTpayoff,0.035825120334804665,0.1646610593407241,1506,0.035825120334804665
mean_pumps,Dgam,0.035778892832886246,0.16506638722509562,1507,0.035778892832886246
sigma,SSrtOp,0.03558960198451766,0.16987751104779247,1489,0.03558960198451766
alpha_plus,CCTacards,0.03520831770453952,0.17205648656139785,1506,0.03520831770453952
alpha_plus,Hexp,-0.035198979794865505,0.17259888773446105,1503,0.035198979794865505
omega_0,AUDIT,0.03506991027170943,0.1736065450548852,1507,0.03506991027170943
explosion_rate,H_dfe,-0.035026219519902195,0.17414342153870915,1507,0.035026219519902195
alpha_plus,t_diff,-0.03501609248368244,0.5477760142530668,297,0.03501609248368244
alpha_minus,SOEPfin,-0.03469441743587756,0.1782611271929202,1507,0.03469441743587756
sigma,Dsoc_r,-0.03463247950121444,0.17903773727691388,1507,0.03463247950121444
alpha_plus,income,-0.03447503296814311,0.18247980514819467,1497,0.03447503296814311
rho_0,Deth,0.03406202501660668,0.18630890734487146,1507,0.03406202501660668
alpha_plus,SOEPfin,0.03388544672329054,0.1886032211728989,1507,0.03388544672329054
sigma,BIS1com,0.03386078398466736,0.18892531828951334,1507,0.03386078398466736
alpha_plus,CCTpayoff,-0.033620967053387484,0.1922262822277735,1506,0.033620967053387484
omega_0,OSpcOp,0.03337149376132301,0.1980937245797558,1489,0.03337149376132301
omega_0,Dsoc_r,-0.033201119769255105,0.1976915384222135,1507,0.033201119769255105
alpha_minus,SOEPrec,-0.033197970329699934,0.19773409241385992,1507,0.033197970329699934
alpha_minus,BIS2npl,-0.03308077827379968,0.19932230870098872,1507,0.03308077827379968
omega_0,NEO_A,0.03298889278454667,0.5784837915873344,286,0.03298889278454667
rho_0,SSexp,0.03272295387884154,0.20422921999567237,1507,0.03272295387884154
omega_0,rt_decision,0.03272279540464706,0.20423141245940657,1507,0.03272279540464706
mean_pumps,GABS,0.032706788593242955,0.20445295212893794,1507,0.032706788593242955
alpha_plus,PRI,0.03269963909456729,0.20455196000129872,1507,0.03269963909456729
mean_pumps,BIS1att,-0.0326212885243239,0.20563925992210158,1507,0.0326212885243239
rho_0,OSrtLet,0.03235074150389543,0.21217228594493603,1489,0.03235074150389543
sigma,PRIw,0.032315907228445025,0.20991719021968505,1507,0.032315907228445025
omega_0,Dhea_b,0.03218388718206375,0.21178638364313068,1507,0.03218388718206375
omega_0,samples,0.03200687548885501,0.21431140348565567,1507,0.03200687548885501
omega_0,BIS2npl,0.03200643932864451,0.214317651852639,1507,0.03200643932864451
omega_0,R_dfe,0.03198444426359613,0.21463292012049232,1507,0.03198444426359613
mean_pumps,famstat,-0.03192634870442453,0.2169988082887201,1497,0.03192634870442453
explosion_rate,sibl_o,0.03187805435559076,0.2176953719515426,1497,0.03187805435559076
explosion_rate,birthrank,0.031878054355590754,0.2176953719515426,1497,0.031878054355590754
omega_0,BIS2att,-0.031849623958915,0.21657267908705558,1507,0.031849623958915
alpha_plus,Dy,0.031682497936748155,0.218994699177685,1507,0.031682497936748155
alpha_plus,SSbor,0.0315111566411851,0.2214979188800569,1507,0.0315111566411851
rho_0,CV,-0.0314877653189365,0.22184123828573923,1507,0.0314877653189365
sigma,CCTacards,-0.03148761896387029,0.22199705056230729,1506,0.03148761896387029
rho_0,samples,0.031223459861021447,0.22574698842909027,1507,0.031223459861021447
omega_0,Dm,0.03121947106070637,0.22580630583399822,1507,0.03121947106070637
alpha_minus,CCTaratio,-0.03121509417751765,0.22633470051243845,1504,0.03121509417751765
rho_0,dif.perc.bound,0.031110175607348623,0.22852043134858294,1500,0.031110175607348623
omega_0,MTr.2,0.03098387221953326,0.22994969885835062,1503,0.03098387221953326
omega_0,MTr.3,0.030969233643488706,0.2301700274736479,1503,0.030969233643488706
explosion_rate,income,-0.030936521263966357,0.23159744810457278,1497,0.030936521263966357
explosion_rate,BIS1mot,0.03087685862995573,0.2309428356815117,1507,0.03087685862995573
sigma,NEO_N,-0.030785139904892244,0.6034954844441015,287,0.030785139904892244
explosion_rate,rt_decision_dfe,0.030763410628019513,0.2326618167252218,1507,0.030763410628019513
