bart_param,predictor,r,p,n,abs_r
alpha_plus,BIS1ctr,-0.25180426184237675,0.011496082541469443,100,0.25180426184237675
alpha_plus,STAI_trait,0.250182814275663,0.332805013465729,17,0.250182814275663
alpha_plus,BIS2mot,-0.2463816598626565,0.01347133223285714,100,0.2463816598626565
alpha_minus,SSexp,-0.24622733686604065,0.01353162152892657,100,0.24622733686604065
loss_aversion,income,-0.23976753638576312,0.01741059555731337,98,0.23976753638576312
alpha_minus,BIS1mot,-0.23914543015854475,0.016562984072627036,100,0.23914543015854475
loss_aversion,NEO_N,-0.23599065737914568,0.3618348560518607,17,0.23599065737914568
beta,NEO_O,0.23472776148847152,0.36448488042431604,17,0.23472776148847152
alpha_minus,BIS2mot,-0.2234311011679575,0.025446954300932093,100,0.2234311011679575
loss_aversion,H_dfe,-0.22288760517389122,0.025815730444391,100,0.22288760517389122
alpha_minus,R_sh1,-0.2222606084882986,0.026246807216232276,100,0.2222606084882986
alpha_plus,SSpcLet,-0.21754305468839588,0.030540275956607705,99,0.21754305468839588
alpha_plus,Dinv_r,-0.2166002537582083,0.03042321912689564,100,0.2166002537582083
loss_aversion,Dhea_r,0.2154550081499023,0.0313332875494302,100,0.2154550081499023
beta,NEO_E,-0.21481005964583727,0.40769703545320923,17,0.21481005964583727
alpha_plus,Hexp,-0.21291121513607622,0.03343723393919926,100,0.21291121513607622
omega_0,MTr,0.21237427230283978,0.034824083382824965,99,0.21237427230283978
loss_aversion,SSSV,-0.2114910495450589,0.03466274887287673,100,0.2114910495450589
loss_aversion,SSexp,-0.2109037117746122,0.035180513167053305,100,0.2109037117746122
alpha_minus,BIS1ctr,-0.20892659102613026,0.03697143748424658,100,0.20892659102613026
alpha_plus,household,-0.2084996247030629,0.0393737664691002,98,0.2084996247030629
loss_aversion,birthrank,0.20621650061107527,0.04163018949801452,98,0.20621650061107527
loss_aversion,sibl_o,0.20621650061107527,0.04163018949801452,98,0.20621650061107527
alpha_minus,SSpcLet,-0.2059801494963873,0.040811789030073375,99,0.2059801494963873
loss_aversion,SStas,-0.20537013748024394,0.040385408553275264,100,0.20537013748024394
omega_0,BIS1ins,-0.20450633496668796,0.04125319986016217,100,0.20450633496668796
loss_aversion,Hexp,0.20436650182016783,0.04139513063367768,100,0.20436650182016783
rho_0,Dgam,-0.20351170702306007,0.04227162701869304,100,0.20351170702306007
alpha_minus,SSSV,-0.2034964149480529,0.042287446989924954,100,0.2034964149480529
beta,edu,0.20055068939779142,0.0476987063582297,98,0.20055068939779142
omega_0,Dsoc_r,-0.19913458268783601,0.04700556360662225,100,0.19913458268783601
beta,NUM,0.19818551403896353,0.04808790223375879,100,0.19818551403896353
omega_0,MTr.3,0.1975057471553612,0.050048684375534905,99,0.1975057471553612
omega_0,income,0.19598283433743807,0.05310847921581048,98,0.19598283433743807
alpha_plus,rt_decision,-0.19530454985546242,0.051500361110168986,100,0.19530454985546242
loss_aversion,R_sh1,0.19525423894147512,0.05156168166397352,100,0.19525423894147512
omega_0,BIS2att,-0.19497675070142512,0.05190097513038912,100,0.19497675070142512
loss_aversion,t_diff,0.19452037831642707,0.4543825120193536,17,0.19452037831642707
beta,GABS,0.19426328690589703,0.0527817995335083,100,0.19426328690589703
beta,Dgam,0.19400511798818298,0.053103543827181826,100,0.19400511798818298
alpha_minus,Dgam_r,0.19356557865547794,0.053655032479943944,100,0.19356557865547794
rho_0,Dhea_b,0.19353815573779592,0.05368959538797037,100,0.19353815573779592
beta,Rexp,-0.1933680384317293,0.057733234320166235,97,0.1933680384317293
alpha_plus,NEO_N,0.1932485658761994,0.4573956079936096,17,0.1932485658761994
alpha_minus,SSbor,-0.19291529540828722,0.05447956894510783,100,0.19291529540828722
rho_0,BIS1per,0.1929038940459356,0.0544941177844071,100,0.1929038940459356
alpha_plus,BIS,-0.19253683540652,0.05496421494165271,100,0.19253683540652
alpha_minus,OSpcLet,-0.18912340406986947,0.060818525543931204,99,0.18912340406986947
omega_0,Dhea_r,-0.18909589955280984,0.05953495733526664,100,0.18909589955280984
alpha_minus,sibl,-0.18800674098403056,0.0637591863881882,98,0.18800674098403056
loss_aversion,STAI_trait,-0.1879473306528373,0.4700624146706102,17,0.1879473306528373
beta,Dgam_b,0.18773114660684653,0.061431759748705766,100,0.18773114660684653
beta,BMI,0.18682857528854235,0.06835742052684837,96,0.18682857528854235
omega_0,NEO_E,-0.18680117919500047,0.47282364692157014,17,0.18680117919500047
rho_0,NEO_C,-0.18599629030973566,0.47476750030117265,17,0.18599629030973566
rho_0,Rexp,0.18599315049422813,0.06814848069617829,97,0.18599315049422813
alpha_minus,sibl_y,-0.18561189783681978,0.06727634806924412,98,0.18561189783681978
alpha_minus,Dsoc_b,-0.18434167810255664,0.06635634664976034,100,0.18434167810255664
omega_0,CCTncards,0.18407461262988695,0.06675760019464763,100,0.18407461262988695
omega_0,Dgam,-0.18364913872217442,0.0674009164579432,100,0.18364913872217442
omega_0,Hexp,-0.18301169553423097,0.06837412065836393,100,0.18301169553423097
alpha_minus,NEO_C,0.18284532407751034,0.48241490594946784,17,0.18284532407751034
omega_0,CCTaratio,0.1827320235417553,0.06880467913289268,100,0.1827320235417553
rho_0,BIS2att,0.18251556295687651,0.06913942654449165,100,0.18251556295687651
loss_aversion,AUDIT,-0.18234999898199145,0.06939635243533962,100,0.18234999898199145
alpha_plus,NUM,-0.18198842674906993,0.06996013239680626,100,0.18198842674906993
alpha_minus,rt_decision_dfe,-0.17952572257417654,0.07389923642694278,100,0.17952572257417654
alpha_minus,NUM,-0.17509932486105523,0.08142666997010735,100,0.17509932486105523
omega_0,MTr.2,0.1747936247978975,0.08355256504509449,99,0.1747936247978975
loss_aversion,Dm,-0.17295623557539247,0.0852850455397079,100,0.17295623557539247
alpha_minus,BIS1ins,0.17290773884885038,0.08537401322415854,100,0.17290773884885038
omega_0,switches,0.17286185207689295,0.08545826092458668,100,0.17286185207689295
loss_aversion,GABS,0.17271517566279607,0.0857280013651392,100,0.17271517566279607
alpha_plus,BIS2npl,-0.1692964570974602,0.09220915913256643,100,0.1692964570974602
alpha_minus,Dsoc,-0.16900042303384802,0.0927881286607114,100,0.16900042303384802
alpha_plus,Dhea,-0.1681462940473009,0.09447470888671167,100,0.1681462940473009
beta,PG,0.16791730112751857,0.09493097093429054,100,0.16791730112751857
rho_0,OSpcOp,-0.16575652329661067,0.1010728805757858,99,0.16575652329661067
alpha_minus,Dgam,0.16485168303602335,0.10120797599897802,100,0.16485168303602335
alpha_plus,Deth,-0.16413672197454166,0.10271769254494437,100,0.16413672197454166
omega_0,rt_decision_dfe,0.16385347145130683,0.10332066156451973,100,0.16385347145130683
omega_0,SOEPdri,-0.1638053128060398,0.1034234541964217,100,0.1638053128060398
alpha_minus,BIS2att,0.1637094385354757,0.10362833212233356,100,0.1637094385354757
omega_0,SSexp,0.1626559899460199,0.10590046450738631,100,0.1626559899460199
omega_0,MTr.1,0.16250401345234095,0.10804096244701536,99,0.16250401345234095
omega_0,GABS,-0.16132984190038344,0.10881586498434534,100,0.16132984190038344
loss_aversion,Dhea,-0.16132823585255254,0.10881943322792777,100,0.16132823585255254
alpha_minus,ses,0.1609606877085056,0.10963843439508118,100,0.1609606877085056
beta,CAREsex,-0.16084326317423148,0.10990109809247631,100,0.16084326317423148
rho_0,BIS,0.16009232744982393,0.11159243930527596,100,0.16009232744982393
alpha_minus,CCTncards,-0.15934619075942277,0.11329293081545215,100,0.15934619075942277
rho_0,BIS1att,0.15917245327993,0.11369175949406207,100,0.15917245327993
loss_aversion,SOEPfin,-0.1589680393721032,0.11416240145004863,100,0.1589680393721032
beta,NEO_N,-0.15895874303804958,0.5422748000890805,17,0.15895874303804958
beta,BIS1mot,0.15868752662924804,0.11481070936913854,100,0.15868752662924804
loss_aversion,SSrtOp,0.15844708809178504,0.11725054221914043,99,0.15844708809178504
beta,ses_fath,-0.15816137620810147,0.11984221236132432,98,0.15816137620810147
alpha_plus,sibl,-0.15794782544562483,0.12034926761144908,98,0.15794782544562483
beta,CAREaggr,-0.15753800055228828,0.11749726906036326,100,0.15753800055228828
alpha_minus,samples,-0.15724275680010266,0.1181950637688544,100,0.15724275680010266
beta,MTr,-0.15712974822513065,0.12036801851098185,99,0.15712974822513065
alpha_minus,WMC,-0.15712832213614772,0.12037142761524589,99,0.15712832213614772
loss_aversion,Dy,-0.15703591941535514,0.11868581752249767,100,0.15703591941535514
beta,OSrtOp,0.156146034986843,0.12273733839385662,99,0.156146034986843
beta,MTr.3,-0.1544487074562134,0.12690955016684,99,0.1544487074562134
alpha_plus,swrate,0.1529523680765289,0.12870006412166943,100,0.1529523680765289
omega_0,CCTratio,0.151677369537351,0.13195568314320913,100,0.151677369537351
alpha_plus,CAREwork,-0.15078162538228265,0.13428021706769372,100,0.15078162538228265
alpha_plus,Dsoc_b,-0.15070108323626993,0.1344907489694,100,0.15070108323626993
beta,SSpcLet,0.1502137583101618,0.1377928338757308,99,0.1502137583101618
omega_0,PG,-0.1497872808338143,0.13689699745311612,100,0.1497872808338143
rho_0,R_sh1,0.149517480629187,0.13761365836801123,100,0.149517480629187
rho_0,R,0.14916594261833885,0.1385517050774046,100,0.14916594261833885
rho_0,OSrtOp,-0.14913037012248995,0.14068759870603537,99,0.14913037012248995
loss_aversion,Dinv_b,-0.14907746700508884,0.13878855624954406,100,0.14907746700508884
alpha_minus,BMI,-0.1490579403119692,0.14721389693774098,96,0.1490579403119692
omega_0,SOEPsoc,-0.14890407590852145,0.13925361837077527,100,0.14890407590852145
beta,OSpcLet,0.14890143222057642,0.14130515979435068,99,0.14890143222057642
loss_aversion,sibl,0.14867781301948707,0.143992213637106,98,0.14867781301948707
alpha_plus,R_sh1,-0.1486700531218177,0.1398831760882884,100,0.1486700531218177
omega_0,swrate,0.1483732269144935,0.14068478385994904,100,0.1483732269144935
alpha_plus,SOEPhea,-0.14805204309451522,0.1415560840690508,100,0.14805204309451522
beta,CCTpayoff,0.14657187657125575,0.14562427435150205,100,0.14657187657125575
beta,SSdis,0.14642624568705967,0.1460292497746598,100,0.14642624568705967
alpha_minus,OSpcOp,-0.1463507036309491,0.14832512439699122,99,0.1463507036309491
alpha_minus,SSTM,-0.14543909592890353,0.1508965913107675,99,0.14543909592890353
loss_aversion,Drec_r,0.14527277948751124,0.1492668817109187,100,0.14527277948751124
beta,SStas,-0.14506695931179653,0.1498502200125152,100,0.14506695931179653
beta,SSrtOp,0.14499983588153634,0.15214753440341144,99,0.14499983588153634
rho_0,SSpcOp,-0.14485488823398363,0.1525620230831422,99,0.14485488823398363
alpha_plus,CAREaggr,0.14478856175235663,0.15064198015176594,100,0.14478856175235663
omega_0,NUM,-0.14472633947634372,0.15081936825074227,100,0.14472633947634372
alpha_plus,WMC,-0.14407842509483915,0.15479679154356388,99,0.14407842509483915
rho_0,BIS1com,0.1439629662341136,0.15300842706904572,100,0.1439629662341136
alpha_plus,SSrtLet,-0.1439107840759097,0.15528248213361204,99,0.1439107840759097
omega_0,Dy,0.14389617161131013,0.15320109449813402,100,0.14389617161131013
omega_0,SStas,0.14386435773457765,0.15329292468240147,100,0.14386435773457765
alpha_plus,FTND,-0.14210853953821617,0.1584252126492928,100,0.14210853953821617
alpha_plus,R,-0.14193596035966574,0.15893649644365024,100,0.14193596035966574
beta,CCTacards,-0.14181323967872653,0.159300816554607,100,0.14181323967872653
alpha_plus,Dsoc,-0.14157565437693687,0.16000790186641853,100,0.14157565437693687
alpha_minus,CCTratio,-0.14149894744773658,0.1602366900470386,100,0.14149894744773658
alpha_plus,OSpcLet,-0.13955608309088643,0.16830135931459944,99,0.13955608309088643
rho_0,Dsoc_r,0.13898344139900382,0.16787507924258785,100,0.13898344139900382
rho_0,Deth,0.13874661435692537,0.16860784274028157,100,0.13874661435692537
alpha_minus,R,-0.13850922168977461,0.16934472543423465,100,0.13850922168977461
alpha_minus,rt_sample,-0.13840643458162336,0.1696645201849171,100,0.13840643458162336
beta,PRI,-0.1383212902584121,0.16992976152365555,100,0.1383212902584121
alpha_plus,income,0.13827228517509807,0.17452874352954123,98,0.13827228517509807
rho_0,Dsoc_b,0.13792416830090967,0.17117091796831807,100,0.13792416830090967
rho_0,SSexp,0.13754073201798306,0.1723756310966541,100,0.13754073201798306
beta,dif.amb.fx.bias,-0.13722682138575998,0.1755877065293635,99,0.13722682138575998
beta,dif.risk.fx.bias,-0.13722682138575998,0.1755877065293635,99,0.13722682138575998
alpha_plus,sibl_y,-0.13718361527202072,0.17797963374999468,98,0.13718361527202072
loss_aversion,R_lot,-0.13612067686164317,0.17689167986762833,100,0.13612067686164317
rho_0,BIS1ins,0.13597215396398218,0.17736897831755344,100,0.13597215396398218
omega_0,Dgam_r,-0.13594808109307296,0.17744642860308263,100,0.13594808109307296
omega_0,Rexp,0.13514375702212572,0.18689489948690308,97,0.13514375702212572
alpha_plus,GABS,-0.1342665443320397,0.18291802900398269,100,0.1342665443320397
alpha_minus,FTND,-0.13423793319381033,0.18301218097840827,100,0.13423793319381033
omega_0,sibl,0.1323788628620193,0.19380789978721594,98,0.1323788628620193
omega_0,BIS1att,-0.13209476630450637,0.1901656975794789,100,0.13209476630450637
loss_aversion,NEO_A,0.1319697796263488,0.6136310641734598,17,0.1319697796263488
alpha_plus,MTr.1,0.13103371907165234,0.1960827264091515,99,0.13103371907165234
alpha_plus,dif.perc.bound,-0.13065217834720716,0.19739953885071806,99,0.13065217834720716
rho_0,dif.risk.fx.bound,-0.13051378145939108,0.19787875956067805,99,0.13051378145939108
alpha_minus,edu,-0.1296886083623867,0.203102570970967,98,0.1296886083623867
beta,BIS1per,-0.12951722899650583,0.19903499497332752,100,0.12951722899650583
loss_aversion,Dhea_b,-0.12938803221038656,0.19948726471614486,100,0.12938803221038656
beta,SOEPrec,-0.12900742650693772,0.20082391877059885,100,0.12900742650693772
alpha_minus,household,-0.12843715852122528,0.20753346527342353,98,0.12843715852122528
omega_0,Dinv_r,-0.12593260614634666,0.2118588983717483,100,0.12593260614634666
rho_0,ses,-0.1258654444908094,0.21210465028621442,100,0.1258654444908094
alpha_minus,PRIw,-0.12579207489073255,0.21237334945757844,100,0.12579207489073255
alpha_plus,SSSV,-0.12476762577796582,0.2161504700510811,100,0.12476762577796582
loss_aversion,rt_decision_dfe,-0.12459707810314176,0.21678387022831705,100,0.12459707810314176
beta,R,-0.12374188842434178,0.2199798042716171,100,0.12374188842434178
alpha_plus,ses,-0.12369664140939941,0.22014981937122707,100,0.12369664140939941
alpha_plus,SSrtOp,-0.12352785940389234,0.2231674779379101,99,0.12352785940389234
omega_0,CAREsex,0.12347002059832071,0.2210027408519966,100,0.12347002059832071
omega_0,Dgam_b,-0.12298101928851246,0.22285111056436344,100,0.12298101928851246
beta,t_diff,0.12284526334405856,0.6385624771988857,17,0.12284526334405856
loss_aversion,Dsoc_r,0.12195391336520796,0.2267688605655197,100,0.12195391336520796
rho_0,SOEPrec,-0.12192313592998368,0.2268869983659318,100,0.12192313592998368
beta,MTr.1,-0.12190597612587303,0.22935054813763794,99,0.12190597612587303
alpha_minus,SSdis,-0.12160846789787283,0.22809731738465458,100,0.12160846789787283
beta,R_lot,-0.12120453005637584,0.22965762607662749,100,0.12120453005637584
beta,WMC,0.12012942660057996,0.23625985580336786,99,0.12012942660057996
loss_aversion,NEO_O,0.11978790531362347,0.6470005176918748,17,0.11978790531362347
beta,MTr.2,-0.11893775162103647,0.24097490851609546,99,0.11893775162103647
omega_0,BIS1ctr,0.11834180108235004,0.24092997584066914,100,0.11834180108235004
alpha_plus,samples,-0.1175796845951437,0.24399448835289095,100,0.1175796845951437
alpha_plus,SSdis,-0.117087214781689,0.24598901341356258,100,0.117087214781689
alpha_minus,Dhea_r,0.11705279244324283,0.24612884502211896,100,0.11705279244324283
alpha_minus,ses_moth,0.11613113367967196,0.24989324979606156,100,0.11613113367967196
alpha_minus,dif.amb.fx.bias,-0.11580248552438917,0.253690335063729,99,0.11580248552438917
alpha_minus,dif.risk.fx.bias,-0.11580248552438917,0.253690335063729,99,0.11580248552438917
beta,CCTncards,-0.11421869693665679,0.2578302076644655,100,0.11421869693665679
alpha_minus,Drec_r,0.11373645118331634,0.25985849521744037,100,0.11373645118331634
alpha_minus,Dhea,-0.11254562090348712,0.26491352597020645,100,0.11254562090348712
omega_0,SSSV,0.11171757662124386,0.2684676164821844,100,0.11171757662124386
loss_aversion,PG,0.11100290044808991,0.2715609255450315,100,0.11100290044808991
loss_aversion,R_dfe,0.11059536358386239,0.27333557196634894,100,0.11059536358386239
beta,CCTaratio,-0.1103185985816643,0.2745452053106561,100,0.1103185985816643
alpha_minus,BIS1att,0.11014495232917787,0.2753059813235342,100,0.11014495232917787
beta,ses_moth,-0.11013360559578632,0.2753557426992719,100,0.11013360559578632
alpha_minus,Deth_r,0.11004464656089248,0.27574608414499446,100,0.11004464656089248
beta,switches,-0.10950980576139985,0.2781007335022024,100,0.10950980576139985
beta,OSpcOp,0.10949733001751351,0.2806341360607349,99,0.10949733001751351
loss_aversion,CCTacards,0.10944323107519378,0.2783947704465564,100,0.10944323107519378
alpha_minus,BIS2npl,-0.1094414196935266,0.27840277359137705,100,0.1094414196935266
beta,Dhea,0.10910549230722147,0.2798896518266838,100,0.10910549230722147
beta,income,-0.10888720088625817,0.2858476863652511,98,0.10888720088625817
alpha_plus,H_lot,-0.10842212309144098,0.2829307456132495,100,0.10842212309144098
loss_aversion,CAREwork,0.10802087054579639,0.28472661351624545,100,0.10802087054579639
rho_0,CAREaggr,0.1061685536765408,0.2931152094763583,100,0.1061685536765408
loss_aversion,CAREaggr,-0.10615147200285834,0.29319331952291644,100,0.10615147200285834
rho_0,dif.amb.fx.bound,0.10603437535989652,0.29621813976677197,99,0.10603437535989652
rho_0,famstat,-0.10589015770122419,0.2993956788862648,98,0.10589015770122419
rho_0,OSpcLet,-0.10566217088756123,0.2979264215513231,99,0.10566217088756123
loss_aversion,NUM,0.10557601139032798,0.29583278801933305,100,0.10557601139032798
alpha_minus,BIS,-0.10529543742563727,0.29712536024625963,100,0.10529543742563727
alpha_minus,Deth,-0.1052084023954208,0.2975270750728637,100,0.1052084023954208
loss_aversion,R_sh2,-0.10488500396901106,0.29902286773303394,100,0.10488500396901106
loss_aversion,H,-0.10476930125047912,0.2995592177422606,100,0.10476930125047912
rho_0,Dinv_r,0.10472421531164182,0.29976838850137205,100,0.10472421531164182
omega_0,BIS1mot,-0.10472419792096058,0.2997684692018338,100,0.10472419792096058
loss_aversion,CAREsex,-0.10448829498711876,0.3008644759201608,100,0.10448829498711876
rho_0,CCTncards,0.10374408548672528,0.304339284221895,100,0.10374408548672528
alpha_minus,Dy,-0.1034958612565063,0.3055040861676315,100,0.1034958612565063
beta,Drec_r,0.10229804124042134,0.3111657712329767,100,0.10229804124042134
beta,SOEPocc,-0.10229653008363308,0.311172956716779,100,0.10229653008363308
rho_0,SSpcLet,-0.10211425497718221,0.31453476640935546,99,0.10211425497718221
omega_0,CCTpayoff,-0.10133913254168321,0.31574700061504307,100,0.10133913254168321
rho_0,R_dfe,0.10089259352248592,0.317895167095227,100,0.10089259352248592
alpha_minus,CCTaratio,-0.09980235196759825,0.32317951357211255,100,0.09980235196759825
beta,swrate,-0.09928458819977488,0.32570872024710973,100,0.09928458819977488
beta,SSpcOp,0.09871738429476236,0.3309868058004,99,0.09871738429476236
alpha_minus,Drec_b,-0.09807609504625367,0.331661210531295,100,0.09807609504625367
rho_0,CV,-0.09791175366727813,0.33247599611936873,100,0.09791175366727813
omega_0,BIS2mot,-0.09676390372874703,0.3382023553737287,100,0.09676390372874703
beta,R_sh1,-0.09674111425238219,0.3383166744729383,100,0.09674111425238219
loss_aversion,OSrtOp,0.09600414951479977,0.34451423528690783,99,0.09600414951479977
rho_0,BIS2mot,0.09566259171389092,0.3437547992312109,100,0.09566259171389092
beta,CCTratio,-0.09514153986917365,0.3464016238486654,100,0.09514153986917365
omega_0,FTND,0.09440554545091742,0.35016201603505553,100,0.09440554545091742
omega_0,BIS2npl,0.09435718193262095,0.35041000766625924,100,0.09435718193262095
rho_0,BIS2npl,0.09389282726460992,0.35279663890102136,100,0.09389282726460992
rho_0,CCTratio,0.0937063672535913,0.3537578248184918,100,0.0937063672535913
alpha_plus,Dy,-0.09345316525318087,0.35506566630918374,100,0.09345316525318087
beta,PRIw,-0.09301937766752853,0.3573132430881385,100,0.09301937766752853
loss_aversion,DAST,-0.0929875982041258,0.3574782475523197,100,0.0929875982041258
rho_0,Dhea_r,-0.0927070564881508,0.35893691683288,100,0.0927070564881508
alpha_minus,CAREaggr,-0.09222481961262655,0.3614528890604942,100,0.09222481961262655
beta,Drec,-0.09181089463232738,0.3636211177513438,100,0.09181089463232738
omega_0,ses,-0.0915470511868668,0.36500735813902985,100,0.0915470511868668
alpha_plus,BIS1per,-0.09142906983651498,0.36562828543499826,100,0.09142906983651498
beta,SSexp,-0.09098504034838178,0.36797099442890696,100,0.09098504034838178
alpha_minus,H,-0.09085938668182215,0.3686356126808235,100,0.09085938668182215
alpha_plus,Dgam_r,0.09050789389787753,0.3704986611960734,100,0.09050789389787753
rho_0,Drec_r,-0.08871087073515503,0.3801132498144139,100,0.08871087073515503
rho_0,household,0.08754329531499194,0.391355218011954,98,0.08754329531499194
alpha_minus,dif.amb.fx.bound,0.08753995705540546,0.3889048025631187,99,0.08753995705540546
alpha_plus,MUpc,-0.08728887029841977,0.39027188027269966,99,0.08728887029841977
alpha_minus,NEO_O,-0.08706618596048023,0.7396845233136552,17,0.08706618596048023
rho_0,SSbor,0.08688637295535609,0.3900277300197328,100,0.08688637295535609
rho_0,SSrtOp,-0.08676173476371885,0.39315128381911774,99,0.08676173476371885
rho_0,Drec,0.08631550765941481,0.39316137118120836,100,0.08631550765941481
loss_aversion,SSbor,-0.08604659438724856,0.3946427008836345,100,0.08604659438724856
alpha_plus,PG,-0.0855972940254567,0.39712511024206787,100,0.0855972940254567
alpha_plus,switches,0.08522802364015457,0.3991722755324756,100,0.08522802364015457
omega_0,Dm,-0.08479232452646729,0.4015957331230245,100,0.08479232452646729
loss_aversion,swrate,-0.08442113017501907,0.4036672429518551,100,0.08442113017501907
beta,Deth_b,0.08413809193668907,0.40525100783579915,100,0.08413809193668907
alpha_minus,BIS1per,-0.08397631717596445,0.4061578723849465,100,0.08397631717596445
omega_0,BIS,-0.08344246214209756,0.4091589683016096,100,0.08344246214209756
omega_0,NEO_A,-0.08334037366938836,0.7504840011310376,17,0.08334037366938836
omega_0,SSpcLet,-0.08331541703844557,0.4122865075923769,99,0.08331541703844557
loss_aversion,SSdis,-0.0829808794189047,0.41176422282552483,100,0.0829808794189047
rho_0,PRI,-0.08241544939164945,0.4149687777648743,100,0.08241544939164945
alpha_minus,PG,0.08205425078711484,0.4170234327903376,100,0.08205425078711484
loss_aversion,BIS1per,-0.08197443235291883,0.417478270299206,100,0.08197443235291883
omega_0,Deth,0.08178923170521783,0.41853472613103837,100,0.08178923170521783
loss_aversion,SSrtLet,0.08173648650800462,0.4212317701181234,99,0.08173648650800462
alpha_minus,SOEPfin,-0.08151138343186065,0.42012258207920683,100,0.08151138343186065
omega_0,H_lot,-0.08099406593674108,0.42308823010897506,100,0.08099406593674108
alpha_minus,Hexp,-0.08061744126631297,0.42525489260130583,100,0.08061744126631297
rho_0,PRIw,-0.08047748142037672,0.4260616826246324,100,0.08047748142037672
alpha_minus,BIS1com,0.08040639355073163,0.42647180080429786,100,0.08040639355073163
omega_0,CAREwork,0.08029725988654497,0.4271018526145462,100,0.08029725988654497
beta,NEO_C,0.08027459743690367,0.7594033966100614,17,0.08027459743690367
rho_0,sibl_y,0.08009651088124388,0.4330388130355151,98,0.08009651088124388
alpha_minus,PRI,-0.08003528935250746,0.4286164417937479,100,0.08003528935250746
alpha_plus,Rexp,0.07981386182682373,0.43708451464794107,97,0.07981386182682373
beta,SOEPhea,0.079812294646624,0.4299081113248103,100,0.079812294646624
omega_0,Dinv_b,0.07966311503123422,0.4307734571358523,100,0.07966311503123422
alpha_minus,SSpcOp,-0.07719101130303771,0.4476009616455035,99,0.07719101130303771
loss_aversion,H_lot,0.07704403063381915,0.44612722290554885,100,0.07704403063381915
omega_0,OSrtOp,-0.07651569275589722,0.4515958980532309,99,0.07651569275589722
beta,H_lot,0.07646591123170461,0.44955717420598856,100,0.07646591123170461
beta,R_sh2,-0.07627299612575421,0.45070499667410396,100,0.07627299612575421
alpha_minus,STAI_trait,0.07618074148206391,0.7713585059463718,17,0.07618074148206391
omega_0,sibl_y,0.0757917482406224,0.45824423847275797,98,0.0757917482406224
rho_0,CCTaratio,0.07561920252501089,0.4546071193047758,100,0.07561920252501089
rho_0,Dhea,0.07515754069134317,0.4573737679272074,100,0.07515754069134317
loss_aversion,Deth_r,0.07495567970708056,0.45858639971443405,100,0.07495567970708056
loss_aversion,SOEPdri,-0.07486642958328969,0.45912311384715493,100,0.07486642958328969
rho_0,sibl,0.07482746435959953,0.4639993379581778,98,0.07482746435959953
rho_0,MUpc,0.07425000549924261,0.4651428736511785,99,0.07425000549924261
alpha_minus,SOEPrec,-0.07389608018806272,0.46498071274906083,100,0.07389608018806272
omega_0,H_dfe,0.07386033321090081,0.4651972810688653,100,0.07386033321090081
omega_0,SOEPfin,0.07326418724679437,0.4688170787568556,100,0.07326418724679437
rho_0,rt_decision,-0.07311188225669614,0.4697443293610084,100,0.07311188225669614
omega_0,SSrtOp,-0.0729255012434731,0.4731641913689536,99,0.0729255012434731
alpha_minus,Dsoc_r,0.0726944754775692,0.47229065840230305,100,0.0726944754775692
alpha_plus,rt_decision_dfe,0.07191778184955169,0.4770486236540832,100,0.07191778184955169
loss_aversion,Dinv,-0.07173302515105673,0.47818422040076053,100,0.07173302515105673
rho_0,SSrtLet,0.07116776692371181,0.4839238624251781,99,0.07116776692371181
alpha_minus,Dgam_b,0.07111610421141913,0.481986607299715,100,0.07111610421141913
omega_0,ses_fath,0.07102379808307484,0.48708230844623507,98,0.07102379808307484
loss_aversion,Dsoc,0.07089330745936992,0.48336378158536847,100,0.07089330745936992
loss_aversion,BIS2att,0.07060610446923607,0.4851421687430518,100,0.07060610446923607
loss_aversion,SOEPhea,0.07051820166073547,0.4856871674133887,100,0.07051820166073547
omega_0,dif.perc.bound,-0.07004975051297375,0.4908349851891294,99,0.07004975051297375
beta,MUpc,0.06959286160730356,0.4936742408255046,99,0.06959286160730356
omega_0,famstat,0.06958528339051397,0.4959685222433202,98,0.06958528339051397
rho_0,SOEPsoc,0.06900982939151072,0.4950897120081907,100,0.06900982939151072
omega_0,birthrank,0.06836592585908664,0.5035670691679907,98,0.06836592585908664
omega_0,sibl_o,0.06836592585908664,0.5035670691679907,98,0.06836592585908664
alpha_plus,BMI,-0.06776419913794578,0.5118189234044217,96,0.06776419913794578
omega_0,NEO_N,-0.06729205882856922,0.7974806023415952,17,0.06729205882856922
rho_0,SSTM,-0.0669530639081273,0.5102468122702317,99,0.0669530639081273
loss_aversion,edu,-0.06682559507988291,0.5132515676653463,98,0.06682559507988291
loss_aversion,Drec,-0.06666120200559734,0.5099185029898111,100,0.06666120200559734
alpha_plus,CV,0.06577972335854881,0.5155424573165398,100,0.06577972335854881
alpha_minus,MUpc,-0.06565191732399209,0.5185194836600274,99,0.06565191732399209
loss_aversion,ses_fath,-0.06565144545518997,0.520697377175813,98,0.06565144545518997
alpha_minus,dif.perc.bound,-0.06529155851248558,0.520822645311965,99,0.06529155851248558
omega_0,SOEPocc,-0.06484465516823278,0.521542777315226,100,0.06484465516823278
omega_0,Drec_b,0.06429714564916199,0.5250724869659364,100,0.06429714564916199
alpha_plus,Drec_r,0.06384430078626194,0.5280009769258965,100,0.06384430078626194
loss_aversion,CV,-0.06383284140785948,0.5280751894374599,100,0.06383284140785948
