rt_mean,rt_sd,rt_cv,rt_median,rt_first_mean,rt_first_sd,rt_late_mean,rt_trend_mean,rt_trend_sd,rt_skew,partid,rt_post_explosion,rt_post_success,rt_explosion_effect
325.89022919179735,305.80956847738406,0.9383821332593708,218.0,312.6551724137931,371.38773083016235,601.0413793103448,15.052296469061924,15.561175354109894,4.07974120660285,64072601,276.5,240.5,36.0
253.29794238683127,145.23451772839385,0.5733742499439446,224.0,271.37931034482756,107.55509054885619,352.28275862068966,2.0351357563321004,3.4393141068449817,12.998072844609792,64072701,235.5,270.55555555555554,-35.05555555555554
272.3217623497997,249.21025984466888,0.9151316358057205,198.0,225.68965517241378,94.60156135194558,446.2689655172414,13.653254638550926,12.175217414694242,5.8153995676147145,64072901,204.0,211.48,-7.47999999999999
268.61840228245364,205.53877713291288,0.7651701275357442,202.0,239.51724137931035,154.08095066525016,371.7103448275862,2.618213776373391,3.417344040963886,5.2604923515918,64073001,195.41666666666666,232.1875,-36.77083333333334
382.51669595782073,430.0863323057168,1.1243596341037658,224.0,214.3793103448276,73.0122397831012,729.9931034482759,40.03556012291534,40.5759043080898,3.9037357751159822,64073201,191.33333333333334,213.96,-22.626666666666665
272.1313025210084,185.59121573039667,0.6819914284431469,220.0,229.89655172413794,91.03290228513107,427.0689655172414,10.602291144198734,15.851263491032165,5.527500090763663,64073501,223.28571428571428,211.61904761904762,11.666666666666657
218.9606512890095,122.07509232738676,0.5575206851493056,195.0,189.93103448275863,63.46485915217735,259.3586206896552,5.184821286737094,11.382618661178594,9.605116012563467,64075601,209.4,175.34782608695653,34.052173913043475
271.2168758716876,187.29147316848295,0.6905598059358605,210.0,233.89285714285714,114.39072742319705,409.62857142857143,2.211098871072531,3.8087680809828894,5.90452739428238,64075801,240.15384615384616,189.85714285714286,50.2967032967033
605.955486542443,401.89204575986963,0.6632369120924195,506.0,452.55172413793105,169.9899766227402,754.6137931034483,16.552663633403107,35.557312517685325,5.204531176895931,64076301,455.125,443.15,11.975000000000023
203.81975138121547,163.98373191765043,0.8045527030937375,183.0,194.78571428571428,98.9539420794403,329.7785714285714,0.7596184714036113,2.4645231340550486,19.748272198899876,64079401,174.76923076923077,176.78571428571428,-2.016483516483504
219.79188580015025,224.5299846652984,1.0215572055715303,168.0,336.55172413793105,545.6197100676154,323.07586206896553,2.5144047176680098,4.208588195314652,7.861363483925505,64079601,329.5,174.5,155.0
237.82602339181287,134.88164780067876,0.5671441916953905,204.0,201.79310344827587,72.96450687000085,331.26206896551724,2.3492666007012026,4.369640671433367,6.744489575169466,64079801,200.66666666666666,182.0,18.666666666666657
240.10208816705335,154.8085575821525,0.6447613961376418,180.0,196.17241379310346,89.70183136004536,445.951724137931,4.217911261130253,4.001102776155065,3.6260885933820424,64080101,192.5,174.55555555555554,17.944444444444457
199.73794358507735,149.61943998806026,0.7490787043390713,176.0,192.6551724137931,101.11389135509657,284.06206896551726,1.6487497838184744,10.732691270925637,11.779923228601325,64081701,208.375,162.55,45.82499999999999
240.21557562076748,160.05114104051458,0.6662812793338185,188.0,192.9655172413793,45.021437620561564,355.0827586206897,6.545741934743078,5.719375131147645,6.002208842961433,64082001,197.71428571428572,181.33333333333334,16.38095238095238
227.8255033557047,83.4296229728978,0.36619966484892985,210.0,176.13793103448276,46.47188555937363,302.0344827586207,2.6561175954674705,2.5638186332432933,5.112242111004169,64082301,187.08333333333334,169.75,17.333333333333343
429.7579329102448,305.35280839665967,0.7105227967029355,368.0,348.48275862068965,123.26887368665383,588.3310344827586,13.851627797916034,30.141283594813103,5.761575034023308,64083001,304.5,351.5,-47.0
284.49769585253455,248.27771213888957,0.8726879540971076,206.0,217.17241379310346,99.484210830254,426.5586206896552,8.445405807424411,9.551297957486273,6.355381624831706,64083901,184.0,212.2,-28.19999999999999
286.70169189670526,173.28788236697878,0.6044187643978469,219.0,285.8965517241379,133.3458931856872,437.8965517241379,7.854720669294576,22.089016417249617,5.20440131626402,64084601,228.0,292.05555555555554,-64.05555555555554
241.34190782422294,218.12626983978018,0.9038060227759885,192.0,211.79310344827587,94.32788716633678,402.0551724137931,16.960977853387153,40.06312295510017,7.085936838678371,64085501,206.75,195.54166666666666,11.208333333333343
281.46160130718954,227.50511054243597,0.8082989277607889,229.0,234.44827586206895,205.2849300290388,502.50344827586207,5.547838907577167,7.438052598616111,7.118135892470462,64086301,314.2,192.44444444444446,121.75555555555553
204.69128113879003,113.5083355403854,0.5545342962772389,180.0,185.41379310344828,53.730179820501256,342.0689655172414,3.8063508005014737,6.802232262322272,5.530360462052287,64088601,173.22222222222223,179.05263157894737,-5.830409356725141
213.5895895895896,68.75853014134995,0.32191892064341165,203.0,203.55172413793105,48.3775284160739,271.53793103448277,2.099779607922615,1.5401092366227314,6.264448732179655,64089401,196.0,194.33333333333334,1.6666666666666572
540.036563071298,574.1520530451628,1.0631725559096277,442.0,285.2413793103448,127.98455056882607,645.3241379310344,29.743237482422757,15.624248567819599,9.36931038024919,64089701,211.33333333333334,297.76,-86.42666666666665
240.2468407750632,126.76228233239185,0.5276335036225348,197.0,221.6206896551724,78.72405485820379,284.48275862068965,1.6681268719448148,1.9076802945190001,3.0345442522622816,64090101,218.4,206.77777777777777,11.622222222222234
246.04115996258184,308.0032075400658,1.2518361057430683,172.0,229.24137931034483,219.27303955105737,496.57241379310346,7.164775862311305,6.195505988536722,9.20562076201653,64090301,188.66666666666666,190.3684210526316,-1.7017543859649322
252.89004739336494,326.00985831850363,1.2891367678515335,216.0,248.6206896551724,153.77422181912056,426.9793103448276,25.246945295135742,105.7962737020488,15.734997012006591,64090901,203.55555555555554,232.42105263157896,-28.865497076023416
201.59846153846155,109.53914789110813,0.5433530943400078,174.0,178.31034482758622,18.671577973460757,338.6275862068965,2.57675286177862,2.176321444442858,6.420075959688188,64092901,182.0909090909091,175.41176470588235,6.679144385026746
528.1830543933054,336.53583333532873,0.6371575735648861,436.0,359.2758620689655,100.38748944988086,810.4068965517241,16.84825191024668,12.346147544351386,3.509208349679551,64093501,315.0,364.85714285714283,-49.85714285714283
281.96973365617436,200.37553799504965,0.7106278230534548,208.0,238.55172413793105,101.21523198947142,452.4413793103448,8.75394513670611,10.1274340542937,3.6693305204456745,64094201,200.0,232.7826086956522,-32.782608695652186
330.9244332493703,227.01205817830026,0.6859936449818858,228.0,320.0,231.03485331931168,507.5448275862069,6.14503770359589,5.502268137342517,2.5942181725606597,64096601,270.3,337.27777777777777,-66.97777777777776
278.696352841391,278.757699824534,1.0002201212269826,188.0,374.41379310344826,265.71887104690165,612.351724137931,9.412755733622928,17.34954478477417,4.46456895648502,64098201,337.0,370.8235294117647,-33.823529411764696
222.1410992616899,159.44925138156626,0.7177836605270848,190.0,195.31034482758622,61.02916399969594,385.3724137931035,10.753918953934035,33.29377079354654,7.652915447708419,64099201,184.7,187.0,-2.3000000000000114
337.6761252446184,365.22531152365366,1.0815846434481506,216.0,263.7931034482759,179.5283820247862,577.3724137931034,11.2929608458214,9.623007011341237,5.622118057582107,64100101,184.4,258.04347826086956,-73.64347826086956
273.12985074626863,198.26833055225367,0.7259123453936949,220.0,224.58620689655172,36.54616092992278,511.22758620689655,4.305772037667923,3.9009158916993596,6.771435933423942,64100701,209.27272727272728,235.35294117647058,-26.0802139037433
236.66999168744806,128.69716749000366,0.5437832087304256,207.0,201.0,55.96365815851175,329.00689655172414,2.6912938087744647,3.8365244613949225,5.126677943911003,64100901,188.77777777777777,192.21052631578948,-3.432748538011708
258.84804928131416,177.0596585943097,0.6840293333711105,204.0,181.86206896551724,21.38598338572613,454.11724137931037,7.582164809973306,4.478522290374594,6.612490768429468,64101101,187.71428571428572,179.14285714285714,8.571428571428584
253.1417910447761,204.1879814312568,0.8066150618138737,202.0,206.0,50.5111800529826,445.7310344827586,10.295814913512684,11.925712210819974,8.577064152488004,64102101,211.5,193.5,18.0
289.04791666666665,155.57620429513617,0.5382367259008769,233.0,278.9655172413793,103.7927253974098,382.36551724137934,1.0718605135550208,3.187484536734026,3.891650346512515,64102401,243.71428571428572,284.64285714285717,-40.928571428571445
349.6971299093656,572.4615302244586,1.6370209568858316,209.5,246.6206896551724,218.27006583795148,889.2344827586207,47.94650431897921,104.86416622095699,7.429174523854816,64102801,177.08333333333334,275.8125,-98.72916666666666
565.289156626506,426.65490781701897,0.7547551599312128,524.5,511.23809523809524,177.4241366416603,592.4705882352941,47.586970923813034,88.21119168325863,2.1592765515812125,64103301,,620.7037037037037,
234.43516632722336,113.14679966543932,0.48263578130385787,206.0,200.17241379310346,26.970058705672034,323.2206896551724,2.673582218840633,3.29723329684451,5.8813437912860325,64103801,198.41666666666666,194.0,4.416666666666657
254.10552268244575,173.49176412158786,0.6827547952918739,212.0,200.48275862068965,60.92314021026548,430.06206896551726,7.937262312688679,8.430447963612448,6.521105509104252,64104501,191.0,197.47619047619048,-6.476190476190482
320.2194637537239,161.91411683328025,0.5056348384800432,253.0,281.0,82.74430910736504,487.31724137931036,7.418264818003175,6.049080151810134,2.714468396449399,64104601,321.125,255.6,65.525
290.0526810912512,363.5378956203576,1.2533512679580705,226.0,281.7931034482759,153.6701302073855,375.4,4.6846875732907245,16.765955813994488,20.837083083986602,64105101,267.6363636363636,260.2352941176471,7.401069518716554
482.38962108731465,580.2892299276608,1.202947170836053,295.5,452.7241379310345,606.9967276257713,869.7310344827587,19.975082967801708,49.25604015542048,6.205371033309082,64109601,241.66666666666666,432.0,-190.33333333333334
220.79919215233699,88.67116100796412,0.40159187243215466,202.0,202.58620689655172,21.53188051972736,327.0689655172414,1.2248796154936619,1.554666113322458,6.98675389524834,64110701,208.3181818181818,187.33333333333334,20.98484848484847
258.8231046931408,160.9455177467818,0.621835975337665,200.0,210.06896551724137,77.72317412124629,430.6413793103448,8.367400124293395,7.21484510380344,3.352719267479092,64111001,208.71428571428572,202.66666666666666,6.047619047619065
243.7141638225256,114.63357279170106,0.47036073322015887,226.0,213.10344827586206,23.0447014294276,318.7793103448276,5.68569158990448,12.843172244969729,9.351953105267347,64111201,212.2,211.16666666666666,1.0333333333333314
204.71043992120815,152.10545401952356,0.7430273418300897,182.0,190.0344827586207,43.16007315086055,327.6965517241379,0.25321170234194273,6.069208717057671,10.49245378092651,64112901,186.8,177.07692307692307,9.723076923076945
249.76220472440946,209.44397741133392,0.838573544954237,188.0,190.10344827586206,82.46811079716947,372.3034482758621,4.2388848203163345,3.172592853530666,7.319460755441288,64113001,183.0909090909091,169.35294117647058,13.737967914438514
336.3343653250774,257.31313751639084,0.7650515797506742,234.0,301.9310344827586,346.40258928658005,601.8,6.559112764367969,6.124085260349553,4.205488441272616,64114801,244.33333333333334,235.6315789473684,8.701754385964932
254.97615708274895,303.918847113294,1.1919500654120432,200.0,219.72413793103448,163.01298796398555,307.4551724137931,1.589450560534402,3.0568066429796135,11.648570111216337,64115101,205.0,181.47058823529412,23.529411764705884
380.8394024276377,248.60195156957116,0.6527737150748402,322.0,270.82758620689657,98.53550697871763,618.5241379310345,9.897402246127545,6.7247294812661425,4.938270012505108,64115601,270.22222222222223,250.73684210526315,19.485380116959078
307.5770491803279,161.33843300671776,0.5245463971927483,246.0,237.89655172413794,69.93905959529991,460.9172413793103,19.98809259111432,15.487303482407167,2.919641893528269,64116101,207.0,228.73076923076923,-21.730769230769226
223.0934101087652,174.46131030158506,0.7820101464069672,176.0,220.89655172413794,147.1221272716548,370.048275862069,2.6280789681641967,4.7604500268936665,5.738688583054088,64116201,227.0,173.1818181818182,53.81818181818181
228.48833189282627,99.86163760889166,0.4370535544709229,206.0,200.58620689655172,85.44428200290338,304.31724137931036,1.862628334234553,1.8012619064022721,6.516679782392132,64116301,176.0,193.42105263157896,-17.42105263157896
284.02075019952116,213.4854175628095,0.751654297838586,229.0,254.82758620689654,188.15255530177473,417.44827586206895,5.734152114021035,8.35970836671924,7.257788027942449,64116901,201.75,250.4375,-48.6875
212.00203458799592,114.20011525138283,0.538674619200325,186.0,233.17241379310346,105.99872119121817,301.5931034482759,2.376166333579524,4.6029437128322295,7.143686687268749,64117601,207.2,216.69565217391303,-9.495652173913044
312.4031496062992,258.84829349485403,0.8285713310543227,231.0,275.9655172413793,225.06267062196494,457.6620689655172,14.90436896751869,12.820274285156085,5.804235446190681,64118001,362.2,210.17391304347825,152.02608695652174
264.1930333817126,162.30116931061818,0.6143279678238959,234.0,243.51724137931035,76.47475160972621,433.0344827586207,2.0526829989693125,4.962527201983996,7.50235532338216,64118401,247.0909090909091,219.0,28.090909090909093
237.57009345794393,297.3640052678926,1.25168955797264,178.0,213.6551724137931,213.83755933790252,450.04137931034484,10.533954984633246,11.70513212087922,10.816945580592064,64118601,173.9,175.38888888888889,-1.48888888888888
193.22816399286987,120.81827218208352,0.6252622272317493,177.0,182.6551724137931,13.54755573340017,286.2,2.074795082150645,2.4605399213489596,8.996482124918481,64120001,189.5,179.44444444444446,10.055555555555543
342.5430359937402,165.32129559440074,0.48262927055221727,278.0,456.62068965517244,238.4281014728301,422.04137931034484,3.8216856093381004,9.732642052783378,2.1833867957670665,64120201,505.4,421.6521739130435,83.74782608695648
318.27332601536773,305.73709127474865,0.9606117330108469,217.0,259.62068965517244,314.202813239793,467.33103448275864,8.162514863576762,7.6583383372083365,5.009986343883218,64120701,216.6,196.95652173913044,19.643478260869557
297.5114595898673,310.8663662043121,1.044888713304876,203.0,261.17241379310343,272.1556437250842,551.2413793103449,23.568676807836905,60.28387024047741,6.379130225440932,64121001,173.16666666666666,228.13636363636363,-54.96969696969697
199.69719350073856,139.77394138149307,0.6999294227987042,161.0,202.10344827586206,125.83112515222498,276.7241379310345,5.935411320392737,7.841729863376072,4.711052703424964,64121601,184.25,185.0,-0.75
253.34065934065933,328.6470465468401,1.297253458651967,181.0,328.8965517241379,726.655557773614,367.58620689655174,8.782993914743074,12.274833813247781,9.214265764031826,64122901,211.66666666666666,186.9090909090909,24.75757575757575
221.27229601518027,114.27694833733433,0.5164539365989785,201.0,192.20689655172413,60.152323491309055,321.75172413793103,3.2551573965644924,2.4485972531403464,8.15234119724542,64124501,220.875,179.95,40.92500000000001
326.611301369863,211.6186507976783,0.6479220097715968,255.5,298.58620689655174,135.82735422063513,543.6,9.796802976048365,32.007555716243125,5.642213799397046,64125001,315.4,270.72222222222223,44.67777777777775
356.35036496350364,254.20591758243958,0.7133594983366289,234.0,334.8965517241379,203.40266584012124,694.9586206896552,20.49923611632941,16.162434778906192,2.5044323398340262,64125601,282.0,332.8333333333333,-50.833333333333314
341.8951104100946,391.802478572864,1.1459727461527798,236.0,323.44827586206895,298.11078549435587,541.5793103448276,10.470817703853225,21.328788181147655,10.947540316152054,64126601,391.72727272727275,250.88235294117646,140.84491978609628
209.4909793814433,100.50724403840476,0.4797688393799532,188.0,180.31034482758622,10.612625689197984,285.84137931034485,3.9892886593620096,3.1965233506572868,4.476274666884985,64126701,184.16666666666666,179.45454545454547,4.71212121212119
219.54963680387408,92.19014239380282,0.41990569301718866,203.0,183.75862068965517,10.82670762963067,304.1034482758621,1.8781566195687203,2.356778318228523,6.651144614003267,64127001,183.63636363636363,184.58823529411765,-0.951871657754026
299.5350631136045,365.750879689413,1.2210619881609481,210.0,316.2068965517241,253.3159917505713,520.048275862069,3.888076737003464,4.394330572896889,12.447686710058331,64127201,224.28571428571428,338.2857142857143,-114.0
209.75399129172715,142.41230745359852,0.6789492136792314,189.0,174.75862068965517,24.47469512671769,272.2551724137931,1.092701233681418,1.803009773515308,14.684990811499356,64127301,180.54545454545453,169.23529411764707,11.31016042780746
635.4276629570747,311.9463437787386,0.4909234551216125,552.0,534.1379310344828,130.3149299774578,919.2896551724137,8.212483604964785,10.861237181673413,4.455225246135933,64129001,536.2222222222222,516.6315789473684,19.590643274853733
