partid,n_trials,mean_pumps,sd_pumps,explosion_rate,post_explosion_change,post_explosion_change_abs,post_explosion_decrease,n_explosions,post_success_change,post_success_increase,resilience,max_consecutive_losses,pumps_after_consecutive_losses,cv
64049701.0,30.0,40.4,16.70349953009022,0.4,6.25,17.916666666666668,-11.666666666666666,12.0,-3.6470588235294117,9.8,-6.25,2.0,36.0,0.4134529586655995
64051301.0,30.0,36.166666666666664,13.54452003536876,0.26666666666666666,7.625,14.875,-9.666666666666666,8.0,-3.0476190476190474,8.0,-7.625,2.0,,0.37450285812079526
64051501.0,30.0,43.13333333333333,14.080393150205992,0.36666666666666664,14.7,18.3,-9.0,10.0,-8.421052631578947,3.0,-14.7,3.0,51.5,0.32643879019024713
64052901.0,30.0,32.0,14.881138258280815,0.3,0.8888888888888888,14.88888888888889,-12.6,9.0,1.85,15.0,-0.8888888888888888,3.0,24.0,0.4650355705712755
64053701.0,30.0,27.8,15.284429760493138,0.2,6.8,12.8,-3.75,5.0,-1.25,4.733333333333333,-6.8,2.0,,0.5497996316724151
64055001.0,30.0,35.63333333333333,17.305536951952757,0.3,17.375,21.125,-15.0,8.0,-5.714285714285714,8.25,-17.375,2.0,22.0,0.4856558545917518
64056701.0,30.0,27.333333333333332,6.593274176599673,0.23333333333333334,6.857142857142857,10.857142857142858,-4.666666666666667,7.0,-2.4545454545454546,1.4,-6.857142857142857,2.0,26.0,0.2412173479243783
64057101.0,30.0,34.56666666666667,14.787420873565276,0.3333333333333333,5.111111111111111,9.777777777777779,-5.25,9.0,0.15,6.2727272727272725,-5.111111111111111,2.0,32.0,0.42779423935097227
64057201.0,30.0,15.833333333333334,5.092816667542176,0.13333333333333333,-3.5,12.0,-10.333333333333334,4.0,-0.12,3.2222222222222223,3.5,2.0,18.5,0.3216515790026637
64057901.0,30.0,26.133333333333333,9.298621823479646,0.2,-2.6666666666666665,10.666666666666666,-8.0,6.0,0.391304347826087,4.153846153846154,2.6666666666666665,2.0,15.0,0.3558146105923334
64058101.0,30.0,22.1,5.731642359562486,0.16666666666666666,3.2,6.0,-3.5,5.0,-0.25,4.714285714285714,-3.2,1.0,,0.2593503330118772
64058701.0,30.0,16.033333333333335,4.0041644987854,0.1,-3.5,3.5,-7.0,2.0,-0.18518518518518517,2.0,3.5,1.0,,0.2497399895292349
64059001.0,30.0,36.333333333333336,18.95427043745266,0.3,-9.666666666666666,14.333333333333334,-18.0,9.0,5.5,8.5625,9.666666666666666,4.0,29.5,0.5216771680032842
64060701.0,30.0,53.733333333333334,22.65777377951502,0.6333333333333333,11.0,24.22222222222222,-17.0,18.0,-24.09090909090909,4.5,-11.0,5.0,40.5,0.42167072790660703
64061701.0,30.0,46.86666666666667,16.792308036580387,0.4666666666666667,12.307692307692308,24.153846153846153,-25.666666666666668,13.0,-12.0,4.0,-12.307692307692308,4.0,52.333333333333336,0.3582996024874905
64061901.0,30.0,16.333333333333332,5.603775410433105,0.1,0.3333333333333333,4.333333333333333,-6.0,3.0,0.19230769230769232,2.875,-0.3333333333333333,1.0,,0.3430882904346799
64063501.0,30.0,30.0,9.266178768268894,0.3,1.75,14.5,-17.0,8.0,-1.6666666666666667,3.142857142857143,-1.75,2.0,11.5,0.3088726256089631
64063601.0,30.0,33.56666666666667,10.565667670967763,0.26666666666666666,7.0,16.25,-12.333333333333334,8.0,-3.7142857142857144,4.090909090909091,-7.0,2.0,27.0,0.3147666634846404
64066601.0,30.0,42.56666666666667,14.473956000307952,0.3333333333333333,8.11111111111111,11.88888888888889,-4.25,9.0,-5.15,7.0,-8.11111111111111,2.0,13.0,0.3400302897488164
64067701.0,30.0,45.86666666666667,22.886124893561124,0.4,3.3636363636363638,31.727272727272727,-39.0,11.0,-5.277777777777778,34.57142857142857,-3.3636363636363638,2.0,42.0,0.4989707462258966
64068201.0,30.0,38.233333333333334,18.65047532598184,0.36666666666666664,0.7272727272727273,12.181818181818182,-9.0,11.0,-4.333333333333333,15.375,-0.7272727272727273,2.0,26.5,0.48780667809891476
64069001.0,30.0,25.066666666666666,7.0218051188022,0.2,6.2,10.6,-5.5,5.0,-1.0833333333333333,5.7272727272727275,-6.2,1.0,,0.28012520420753456
64069401.0,30.0,33.46666666666667,11.379756173781256,0.3,2.111111111111111,13.444444444444445,-17.0,9.0,-0.25,6.6923076923076925,-2.111111111111111,2.0,37.0,0.3400325549934638
64069501.0,30.0,43.6,16.065812921467316,0.4666666666666667,2.2142857142857144,14.928571428571429,-12.714285714285714,14.0,-2.066666666666667,10.125,-2.2142857142857144,3.0,42.0,0.36848194774007603
64069601.0,30.0,35.0,14.393485116298397,0.3333333333333333,-0.4,20.4,-26.0,10.0,-2.473684210526316,6.333333333333333,0.4,2.0,47.0,0.4112424318942399
64070201.0,30.0,27.766666666666666,16.734608643072047,0.16666666666666666,-8.4,12.0,-17.0,5.0,1.875,14.714285714285714,8.4,2.0,27.0,0.6026869859449717
64070601.0,30.0,26.433333333333334,6.734795562180622,0.23333333333333334,2.8333333333333335,11.833333333333334,-9.0,6.0,-0.6521739130434783,3.272727272727273,-2.8333333333333335,2.0,26.0,0.2547841952905658
64071401.0,30.0,40.03333333333333,21.88131518037681,0.3333333333333333,8.333333333333334,22.333333333333332,-15.75,9.0,-3.65,7.2727272727272725,-8.333333333333334,2.0,24.5,0.5465773983441334
64072601.0,30.0,27.8,10.584308489783192,0.16666666666666666,6.8,16.0,-11.5,5.0,-1.125,4.352941176470588,-6.8,1.0,,0.3807305212152227
64072701.0,30.0,40.86666666666667,21.09540452217077,0.36666666666666664,11.545454545454545,27.0,-17.0,11.0,-8.555555555555555,21.77777777777778,-11.545454545454545,3.0,30.0,0.5162007631852554
64072901.0,30.0,25.1,13.060469442901566,0.13333333333333333,6.0,7.5,-1.5,4.0,0.96,8.857142857142858,-6.0,1.0,,0.5203374280040464
64073001.0,30.0,47.2,18.501444491602864,0.4666666666666667,10.0,23.846153846153847,-15.0,13.0,-10.3125,8.571428571428571,-10.0,4.0,9.5,0.3919797561780268
64073201.0,30.0,19.1,4.736869328415421,0.13333333333333333,6.5,7.5,-2.0,4.0,-1.24,3.25,-6.5,1.0,,0.24800362975996965
64073501.0,30.0,32.0,15.069951833893235,0.26666666666666666,3.25,25.75,-22.5,8.0,-1.0,12.3,-3.25,2.0,27.5,0.4709359948091636
64075601.0,30.0,24.766666666666666,11.134548078819375,0.2,-4.833333333333333,9.5,-14.333333333333334,6.0,1.826086956521739,10.0,4.833333333333333,2.0,13.0,0.44957798433994783
64075801.0,30.0,52.56666666666667,26.10018276238473,0.5333333333333333,2.066666666666667,31.533333333333335,-31.571428571428573,15.0,-2.5714285714285716,18.833333333333332,-2.066666666666667,4.0,47.0,0.4965158420238059
64076301.0,30.0,32.5,15.637598369270798,0.3,1.6666666666666667,10.333333333333334,-9.75,9.0,1.9,8.375,-1.6666666666666667,2.0,21.0,0.4811568729006399
64079401.0,29.0,50.41379310344828,18.96899206859769,0.4827586206896552,14.571428571428571,26.714285714285715,-42.5,14.0,-13.5,0.0,-14.571428571428571,3.0,45.4,0.3762659165453714
64079601.0,30.0,44.8,19.66337396944047,0.43333333333333335,-0.7692307692307693,30.615384615384617,-34.0,13.0,-4.125,6.833333333333333,0.7692307692307693,9.0,45.0,0.4389145975321534
64079801.0,30.0,46.03333333333333,22.813310291073094,0.43333333333333335,-3.3846153846153846,33.69230769230769,-30.125,13.0,0.1875,13.2,3.3846153846153846,6.0,22.333333333333332,0.4955824103781266
64080101.0,30.0,43.5,14.576196940264607,0.4,12.090909090909092,18.09090909090909,-6.6,11.0,-8.444444444444445,2.3,-12.090909090909092,3.0,20.5,0.3350849871325197
64081701.0,30.0,36.96666666666667,11.883002445780983,0.3333333333333333,15.444444444444445,18.333333333333332,-13.0,9.0,-6.2,3.75,-15.444444444444445,4.0,41.0,0.32145182450264154
64082001.0,30.0,29.8,9.925237771841347,0.26666666666666666,2.875,13.625,-8.6,8.0,-1.4285714285714286,7.555555555555555,-2.875,2.0,25.0,0.33306167019601834
64082301.0,30.0,45.13333333333333,20.6810480180874,0.43333333333333335,0.9230769230769231,17.076923076923077,-13.125,13.0,-3.75,16.11111111111111,-0.9230769230769231,2.0,57.0,0.45822115254255685
64083001.0,30.0,37.06666666666667,20.424686438032627,0.3,-0.8888888888888888,19.77777777777778,-23.25,9.0,1.05,20.1,0.8888888888888888,2.0,28.0,0.5510257132562758
64083901.0,30.0,36.46666666666667,19.26177800604147,0.3,6.333333333333333,10.333333333333334,-4.5,9.0,-3.85,26.25,-6.333333333333333,4.0,25.0,0.5282023219206985
64084601.0,30.0,37.8,14.489948954004468,0.36666666666666664,5.545454545454546,18.636363636363637,-12.0,11.0,-2.5555555555555554,13.333333333333334,-5.545454545454546,2.0,44.25,0.3833319829101712
64085501.0,30.0,31.266666666666666,16.19904921291058,0.16666666666666666,-0.8,12.8,-11.333333333333334,5.0,0.875,7.888888888888889,0.8,1.0,,0.518093258408654
64086301.0,30.0,41.166666666666664,17.879063721018223,0.36666666666666664,3.090909090909091,19.454545454545453,-15.0,11.0,-1.6666666666666667,21.0,-3.090909090909091,2.0,42.333333333333336,0.4343092401866775
64088601.0,30.0,37.8,13.15792667872711,0.3333333333333333,13.5,16.9,-8.5,10.0,-5.2105263157894735,8.666666666666666,-13.5,2.0,47.0,0.3480932983790241
64089401.0,30.0,33.46666666666667,12.395030520704474,0.16666666666666666,17.2,24.4,-18.0,5.0,-2.5833333333333335,9.3,-17.2,1.0,,0.37036943786965554
64089701.0,30.0,18.366666666666667,9.18951176269891,0.13333333333333333,-4.0,4.666666666666667,-6.5,3.0,-0.19230769230769232,4.2,4.0,1.0,,0.5003363936133708
64090101.0,30.0,39.93333333333333,15.898239619168713,0.36666666666666664,-1.3636363636363635,11.545454545454545,-10.142857142857142,11.0,0.6111111111111112,13.6,1.3636363636363635,3.0,43.666666666666664,0.39811952301758047
64090301.0,30.0,35.96666666666667,10.851611459334865,0.3333333333333333,7.2,13.0,-7.25,10.0,-4.052631578947368,4.166666666666667,-7.2,4.0,30.0,0.3017130155514791
64090901.0,30.0,35.53333333333333,16.40801598322439,0.36666666666666664,12.9,23.1,-12.75,10.0,-4.421052631578948,7.818181818181818,-12.9,2.0,28.0,0.46176405206072396
64092901.0,30.0,43.733333333333334,15.07666233376727,0.4,14.25,22.75,-17.0,12.0,-10.235294117647058,5.4,-14.25,4.0,50.0,0.34474075458309306
64093501.0,30.0,32.13333333333333,10.98190779648849,0.26666666666666666,10.75,14.5,-7.5,8.0,-3.857142857142857,6.833333333333333,-10.75,2.0,40.0,0.3417606160732933
64094201.0,30.0,27.733333333333334,7.362221054177517,0.2,6.333333333333333,9.0,-4.0,6.0,-2.3043478260869565,4.454545454545454,-6.333333333333333,1.0,,0.265464701472747
64096601.0,30.0,40.06666666666667,20.52069322841489,0.36666666666666664,-9.0,19.90909090909091,-22.714285714285715,11.0,5.166666666666667,15.25,9.0,2.0,43.0,0.5121637245028674
64098201.0,30.0,39.733333333333334,14.236750242638394,0.43333333333333335,3.0833333333333335,19.583333333333332,-16.5,12.0,-2.2941176470588234,7.4,-3.0833333333333335,3.0,46.5,0.358307472549624
64099201.0,30.0,41.03333333333333,18.88893734499081,0.4,11.181818181818182,19.545454545454547,-11.5,11.0,-4.277777777777778,16.0,-11.181818181818182,1.0,,0.4603315356212221
64100101.0,30.0,34.266666666666666,14.818286311021337,0.2,13.166666666666666,37.166666666666664,-36.0,6.0,-3.4347826086956523,13.25,-13.166666666666666,2.0,40.0,0.43244026199478613
64100701.0,30.0,45.06666666666667,16.271263718239766,0.4,12.833333333333334,19.166666666666668,-12.666666666666666,12.0,-9.0,6.0,-12.833333333333334,3.0,46.5,0.36104875114437346
64100901.0,30.0,40.43333333333333,15.858606568638072,0.3333333333333333,7.5,13.7,-7.75,10.0,-3.8947368421052633,8.833333333333334,-7.5,3.0,,0.3922161558607932
64101101.0,30.0,32.733333333333334,9.347444177082748,0.26666666666666666,15.25,15.75,-2.0,8.0,-6.285714285714286,4.5,-15.25,1.0,,0.28556346773165214
64102101.0,30.0,36.03333333333333,18.67227953380373,0.3,-7.333333333333333,13.333333333333334,-15.5,9.0,3.35,11.642857142857142,7.333333333333333,2.0,18.0,0.518194621659678
64102401.0,30.0,48.53333333333333,19.276094420082977,0.5333333333333333,6.0,26.933333333333334,-31.4,15.0,-7.0,14.75,-6.0,3.0,47.833333333333336,0.39717227513907233
64102801.0,30.0,44.6,24.821570152341014,0.4666666666666667,1.7692307692307692,22.076923076923077,-26.4,13.0,-0.5,19.375,-1.7692307692307692,4.0,55.333333333333336,0.5565374473619061
64103301.0,29.0,6.0344827586206895,3.6496845129867017,0.034482758620689655,12.0,12.0,0.0,1.0,-0.4074074074074074,5.818181818181818,-12.0,1.0,,0.6048048621520821
64103801.0,30.0,49.56666666666667,20.234288640365126,0.4666666666666667,10.76923076923077,23.23076923076923,-20.25,13.0,-8.625,27.6,-10.76923076923077,3.0,39.25,0.4082237116415291
64104501.0,30.0,34.1,17.740174551098654,0.3,2.875,11.375,-8.5,8.0,-0.9523809523809523,10.461538461538462,-2.875,2.0,69.0,0.5202397229061189
64104601.0,30.0,33.9,13.580792724818487,0.3333333333333333,-1.1111111111111112,15.555555555555555,-12.5,9.0,1.1,6.214285714285714,1.1111111111111112,3.0,26.5,0.4006133547144097
64105101.0,30.0,35.833333333333336,18.525068445745084,0.4,-0.4166666666666667,13.25,-11.714285714285714,12.0,1.7647058823529411,14.444444444444445,0.4166666666666667,2.0,27.0,0.5169786542998628
64109601.0,30.0,40.833333333333336,18.759978187865666,0.36666666666666664,8.3,27.3,-23.75,10.0,-3.4210526315789473,14.6,-8.3,2.0,46.666666666666664,0.459428037253853
64110701.0,30.0,58.56666666666667,26.629881237298896,0.8,2.6956521739130435,23.304347826086957,-19.75,23.0,-15.833333333333334,15.0,-2.6956521739130435,11.0,52.666666666666664,0.45469347587875175
64111001.0,30.0,27.966666666666665,8.339698718337711,0.26666666666666666,2.75,8.0,-3.5,8.0,-0.7619047619047619,4.6923076923076925,-2.75,2.0,28.0,0.2982013844459253
64111201.0,30.0,39.43333333333333,24.953312727811394,0.36666666666666664,-14.454545454545455,34.27272727272727,-38.285714285714285,11.0,9.5,31.90909090909091,14.454545454545455,2.0,32.0,0.6327974487188013
64112901.0,30.0,51.3,21.423721947153947,0.5333333333333333,11.625,28.75,-22.833333333333332,16.0,-12.384615384615385,17.5,-11.625,2.0,53.75,0.41761641222522317
64113001.0,30.0,42.766666666666666,16.458271860790187,0.43333333333333335,5.083333333333333,22.583333333333332,-17.5,12.0,-4.0,14.5,-5.083333333333333,3.0,53.333333333333336,0.38483878084466533
64114801.0,30.0,43.4,15.372613355552478,0.3333333333333333,5.7,17.5,-14.75,10.0,-4.578947368421052,7.9,-5.7,2.0,51.0,0.3542076810035133
64115101.0,30.0,47.96666666666667,20.571965076930226,0.43333333333333335,3.4166666666666665,30.083333333333332,-26.666666666666668,12.0,-4.882352941176471,10.25,-3.4166666666666665,4.0,51.666666666666664,0.42888043940785736
64115601.0,30.0,36.03333333333333,14.087126266090667,0.3333333333333333,2.3,12.7,-10.4,10.0,-2.8421052631578947,7.222222222222222,-2.3,2.0,37.0,0.39094707491463465
64116101.0,30.0,20.466666666666665,9.673045853915612,0.13333333333333333,22.666666666666668,22.666666666666668,0.0,3.0,-2.230769230769231,8.2,-22.666666666666668,1.0,,0.4726243902564632
64116201.0,30.0,52.733333333333334,21.907223392790087,0.6333333333333333,9.277777777777779,29.27777777777778,-30.0,18.0,-13.727272727272727,11.25,-9.277777777777779,5.0,40.25,0.41543407192395865
64116301.0,30.0,38.93333333333333,13.698561045330406,0.36666666666666664,6.8,18.4,-14.5,10.0,-5.052631578947368,9.2,-6.8,2.0,18.0,0.35184660219170566
64116901.0,30.0,42.2,18.994373032468108,0.43333333333333335,1.2307692307692308,16.46153846153846,-14.142857142857142,13.0,-0.125,12.555555555555555,-1.2307692307692308,3.0,38.0,0.45010362636180345
64117601.0,30.0,33.0,11.590721616284592,0.23333333333333334,8.833333333333334,18.166666666666668,-28.0,6.0,-2.0,5.416666666666667,-8.833333333333334,2.0,,0.35123398837226033
64118001.0,30.0,21.366666666666667,8.01930142857212,0.2,-5.0,15.333333333333334,-20.333333333333332,6.0,0.0,4.555555555555555,5.0,2.0,30.0,0.3753183195899588
64118401.0,30.0,46.333333333333336,18.72364047517678,0.4,11.5,19.5,-9.6,12.0,-7.411764705882353,11.3,-11.5,3.0,51.666666666666664,0.4041073483851103
64118601.0,30.0,36.03333333333333,18.65749980170373,0.36666666666666664,-4.2727272727272725,16.272727272727273,-16.142857142857142,11.0,1.0,13.5,4.2727272727272725,2.0,24.0,0.5177844533312783
64120001.0,30.0,37.766666666666666,14.063117163979546,0.36666666666666664,8.636363636363637,17.181818181818183,-15.666666666666666,11.0,-4.611111111111111,7.714285714285714,-8.636363636363637,2.0,36.333333333333336,0.37236850390060583
64120201.0,30.0,21.5,7.938339963702131,0.2,-1.1666666666666667,7.5,-6.5,6.0,0.6956521739130435,6.8,1.1666666666666667,2.0,1.0,0.36922511459079677
64120701.0,30.0,30.566666666666666,11.3310173428068,0.2,-6.166666666666667,13.833333333333334,-20.0,6.0,1.5217391304347827,9.533333333333333,6.166666666666667,2.0,30.0,0.3706984954026216
64121001.0,30.0,27.9,9.827301871264844,0.26666666666666666,7.571428571428571,10.714285714285714,-5.5,7.0,-1.3636363636363635,6.5,-7.571428571428571,2.0,34.0,0.3522330419808188
64121601.0,30.0,22.733333333333334,6.612075334559116,0.16666666666666666,5.8,6.6,-2.0,5.0,-1.6666666666666667,3.3636363636363638,-5.8,1.0,,0.2908537537196092
64122901.0,30.0,24.5,12.383943998804147,0.23333333333333334,0.42857142857142855,9.571428571428571,-8.0,7.0,0.0,12.076923076923077,-0.42857142857142855,2.0,22.0,0.5054671019920061
64124501.0,30.0,35.46666666666667,12.176102466075415,0.3333333333333333,3.3333333333333335,12.444444444444445,-13.666666666666666,9.0,-3.75,5.777777777777778,-3.3333333333333335,2.0,42.5,0.34331115975776544
64125001.0,30.0,39.3,16.770561235031195,0.36666666666666664,4.363636363636363,14.909090909090908,-11.6,11.0,-0.6111111111111112,11.88888888888889,-4.363636363636363,2.0,45.5,0.4267318380415063
64125601.0,30.0,27.6,13.376768332989952,0.2,6.2,9.4,-4.0,5.0,-0.4583333333333333,2.8,-6.2,1.0,,0.48466551931123014
64126601.0,30.0,42.666666666666664,20.13974169154855,0.4,0.6666666666666666,21.666666666666668,-31.5,12.0,1.588235294117647,13.5,-0.6666666666666666,4.0,54.5,0.47202519589566916
64126701.0,30.0,26.1,8.023027204069631,0.23333333333333334,-2.7142857142857144,13.0,-18.333333333333332,7.0,0.5909090909090909,5.5,2.7142857142857144,2.0,28.0,0.3073956783168441
64127001.0,30.0,41.7,15.418640755871468,0.4,3.3333333333333335,23.833333333333332,-20.5,12.0,-2.7058823529411766,11.75,-3.3333333333333335,4.0,48.5,0.3697515768794117
64127201.0,30.0,48.06666666666667,21.948110174452037,0.5333333333333333,9.533333333333333,28.466666666666665,-20.285714285714285,15.0,-7.285714285714286,18.857142857142858,-9.533333333333333,3.0,51.75,0.4566181034906803
64127301.0,30.0,46.36666666666667,16.65984918036906,0.43333333333333335,15.166666666666666,21.666666666666668,-13.0,12.0,-12.352941176470589,9.75,-15.166666666666666,2.0,21.5,0.35930659626964184
64129001.0,30.0,42.3,17.410163500192876,0.36666666666666664,4.5,23.5,-31.666666666666668,10.0,-2.736842105263158,8.555555555555555,-4.5,2.0,37.0,0.4115877896026685
64129201.0,30.0,45.0,17.210662292652312,0.4,8.727272727272727,17.818181818181817,-16.666666666666668,11.0,-4.666666666666667,11.1,-8.727272727272727,3.0,50.0,0.38245916205894026
64129701.0,30.0,23.566666666666666,7.744556857531633,0.2,3.8,8.2,-5.5,5.0,-0.08333333333333333,2.9285714285714284,-3.8,2.0,30.0,0.32862334614702826
64130101.0,30.0,49.13333333333333,19.498423160530866,0.5,7.214285714285714,22.642857142857142,-18.0,14.0,-10.6,7.5,-7.214285714285714,6.0,21.5,0.39684714709357255
64130201.0,30.0,34.3,16.16968214559752,0.3333333333333333,-5.8,17.4,-19.333333333333332,10.0,0.9473684210526315,20.22222222222222,5.8,2.0,29.0,0.4714193045363709
64130901.0,30.0,22.4,8.096827816475733,0.13333333333333333,5.25,12.75,-7.5,4.0,-0.04,8.363636363636363,-5.25,1.0,,0.36146552752123806
64131001.0,30.0,37.733333333333334,13.133094110663345,0.26666666666666666,12.25,15.0,-5.5,8.0,-4.571428571428571,8.777777777777779,-12.25,2.0,31.0,0.3480501972790639
64131501.0,30.0,53.63333333333333,27.952525434402517,0.6333333333333333,12.5,22.944444444444443,-11.75,18.0,-18.636363636363637,20.25,-12.5,4.0,59.333333333333336,0.5211782243828934
64134301.0,30.0,43.9,16.375654764482466,0.36666666666666664,16.636363636363637,26.636363636363637,-27.5,11.0,-7.388888888888889,20.0,-16.636363636363637,3.0,31.0,0.3730217486214685
64134801.0,30.0,33.166666666666664,10.419091671751804,0.23333333333333334,14.428571428571429,18.142857142857142,-6.5,7.0,-4.590909090909091,11.833333333333334,-14.428571428571429,2.0,37.0,0.31414346749000416
64135001.0,30.0,30.566666666666666,12.201422566392747,0.26666666666666666,-5.0,16.5,-21.5,8.0,0.38095238095238093,5.571428571428571,5.0,2.0,32.0,0.399174129762031
64136701.0,30.0,38.733333333333334,17.449302591208056,0.43333333333333335,-1.4166666666666667,15.25,-11.11111111111111,12.0,0.6470588235294118,10.222222222222221,1.4166666666666667,2.0,42.666666666666664,0.4504983457282631
64136801.0,30.0,30.5,13.106329084414352,0.26666666666666666,-3.142857142857143,5.714285714285714,-7.75,7.0,-1.6363636363636365,4.8,3.142857142857143,2.0,19.0,0.42971570768571643
64137401.0,30.0,27.4,9.683259639262976,0.2,8.2,14.2,-7.5,5.0,-1.5833333333333333,5.5,-8.2,1.0,,0.3534036364694517
64138101.0,30.0,20.033333333333335,9.064836698353485,0.16666666666666666,-1.0,1.8,-2.3333333333333335,5.0,1.375,5.5625,1.0,1.0,,0.45248768876972467
64138301.0,30.0,17.866666666666667,4.032055463949846,0.13333333333333333,3.25,9.75,-6.5,4.0,0.32,2.25,-3.25,2.0,16.0,0.22567474611659585
